"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","35","福建省","19","千克","0","?","22,849",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","37","山东省","5","千克","0","?","126",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","42","湖北省","57","千克","0","?","16,899",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","44","广东省","469","千克","0","?","292,159",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","15","进料加工贸易","44","广东省","0","千克","0","?","87",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","34","海关特殊监管区域物流货物","32","江苏省","134","千克","0","?","36,895",
"202502","85177950","光通信设备的激光收发模块","129","菲律宾","39","其他","44","广东省","1","千克","0","?","7,362",
"202502","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","33","浙江省","9","千克","0","?","12,789",
"202502","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","37","山东省","1","千克","0","?","75",
"202502","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","44","广东省","1","千克","0","?","5,789",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","33","浙江省","122","千克","0","?","43,136",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","35","福建省","10","千克","0","?","3,548",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","37","山东省","31","千克","0","?","68,655",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","42","湖北省","0","千克","0","?","260",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","44","广东省","154","千克","0","?","171,434",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","52","贵州省","34","千克","0","?","8,341",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","61","陕西省","4","千克","0","?","3,450",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","15","进料加工贸易","44","广东省","1","千克","0","?","655",
"202502","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","34","海关特殊监管区域物流货物","32","江苏省","49","千克","0","?","14,606",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","11","北京市","1","千克","0","?","518",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","31","上海市","40","千克","0","?","6,316",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","32","江苏省","519","千克","0","?","419,064",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","33","浙江省","346","千克","0","?","537,640",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","35","福建省","17","千克","0","?","15,099",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","37","山东省","300","千克","0","?","31,529",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","41","河南省","0","千克","0","?","2,571",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","42","湖北省","779","千克","0","?","819,138",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","44","广东省","3052","千克","0","?","778,289",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","45","广西壮族自治区","1","千克","0","?","418",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","51","四川省","105","千克","0","?","298,833",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","52","贵州省","131","千克","0","?","99,268",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","32","江苏省","537","千克","0","?","214,593",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","33","浙江省","367","千克","0","?","370,989",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","35","福建省","28","千克","0","?","37,987",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","44","广东省","938","千克","0","?","1,901,904",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","51","四川省","0","千克","0","?","120",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","33","保税监管场所进出境货物","32","江苏省","0","千克","0","?","400",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","33","保税监管场所进出境货物","44","广东省","41","千克","0","?","15,294",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","34","海关特殊监管区域物流货物","32","江苏省","20","千克","0","?","7,613",
"202502","85177950","光通信设备的激光收发模块","132","新加坡","34","海关特殊监管区域物流货物","45","广西壮族自治区","2","千克","0","?","295",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","13","河北省","324","千克","0","?","85,620",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","21","辽宁省","140","千克","0","?","34,502",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","31","上海市","28","千克","0","?","60,816",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","32","江苏省","48","千克","0","?","27,900",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","33","浙江省","13","千克","0","?","15,541",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","37","山东省","297","千克","0","?","111,301",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","41","河南省","21","千克","0","?","31,620",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","42","湖北省","393","千克","0","?","190,052",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","44","广东省","2381","千克","0","?","1,264,818",
"202502","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","51","四川省","765","千克","0","?","397,846",
"202502","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","32","江苏省","409","千克","0","?","20,972",
"202502","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","35","福建省","7","千克","0","?","9,248",
"202502","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","44","广东省","1","千克","0","?","3,251",
"202502","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","51","四川省","0","千克","0","?","4",
"202502","85177950","光通信设备的激光收发模块","133","韩国","34","海关特殊监管区域物流货物","32","江苏省","111","千克","0","?","273,206",
"202502","85177950","光通信设备的激光收发模块","133","韩国","34","海关特殊监管区域物流货物","44","广东省","2","千克","0","?","1,103",
"202502","85177950","光通信设备的激光收发模块","134","斯里兰卡","10","一般贸易","31","上海市","7","千克","0","?","3,745",
"202502","85177950","光通信设备的激光收发模块","134","斯里兰卡","10","一般贸易","44","广东省","19","千克","0","?","9,929",
"202502","85177950","光通信设备的激光收发模块","134","斯里兰卡","34","海关特殊监管区域物流货物","32","江苏省","0","千克","0","?","5",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","31","上海市","276","千克","0","?","428,919",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","32","江苏省","1242","千克","0","?","1,509,306",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","33","浙江省","4199","千克","0","?","75,107",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","34","安徽省","1","千克","0","?","533",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","35","福建省","5","千克","0","?","3,923",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","37","山东省","4","千克","0","?","2,280",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","42","湖北省","1943","千克","0","?","1,164,799",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","43","湖南省","13","千克","0","?","15,535",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","44","广东省","1500","千克","0","?","2,731,070",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","45","广西壮族自治区","1","千克","0","?","356",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","51","四川省","8729","千克","0","?","16,669,409",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","52","贵州省","25","千克","0","?","13,483",
"202502","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","61","陕西省","1","千克","0","?","900",
"202502","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","32","江苏省","449","千克","0","?","4,394,988",
"202502","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","35","福建省","0","千克","0","?","1,018",
"202502","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","44","广东省","4","千克","0","?","497",
"202502","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","32","江苏省","440","千克","0","?","113,817",
"202502","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","44","广东省","3","千克","0","?","1,694",
"202502","85177950","光通信设备的激光收发模块","136","泰国","39","其他","32","江苏省","0","千克","0","?","1,393",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","11","北京市","0","千克","0","?","950",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","33","浙江省","22","千克","0","?","15,872",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","35","福建省","22","千克","0","?","17,047",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","37","山东省","3","千克","0","?","159",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","42","湖北省","74","千克","0","?","7,440",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","44","广东省","433","千克","0","?","269,693",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","33","保税监管场所进出境货物","44","广东省","19","千克","0","?","800",
"202502","85177950","光通信设备的激光收发模块","137","土耳其","34","海关特殊监管区域物流货物","32","江苏省","564","千克","0","?","52,913",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","11","北京市","5","千克","0","?","5,818",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","31","上海市","0","千克","0","?","128",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","32","江苏省","350","千克","0","?","9,814",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","33","浙江省","18","千克","0","?","11,513",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","42","湖北省","41","千克","0","?","12,250",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","44","广东省","1151","千克","0","?","769,951",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","51","四川省","512","千克","0","?","115,686",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","52","贵州省","3","千克","0","?","693",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","15","进料加工贸易","44","广东省","0","千克","0","?","527",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","33","保税监管场所进出境货物","44","广东省","4","千克","0","?","370",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","34","海关特殊监管区域物流货物","32","江苏省","33","千克","0","?","8,734",
"202502","85177950","光通信设备的激光收发模块","138","阿联酋","34","海关特殊监管区域物流货物","35","福建省","11","千克","0","?","7,723",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","11","北京市","11","千克","0","?","41,850",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","31","上海市","47","千克","0","?","35,585",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","32","江苏省","170","千克","0","?","120,114",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","33","浙江省","88","千克","0","?","38,394",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","35","福建省","6","千克","0","?","3,578",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","37","山东省","2","千克","0","?","1,285",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","42","湖北省","373","千克","0","?","100,980",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","43","湖南省","11","千克","0","?","4,580",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","44","广东省","602","千克","0","?","327,030",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","45","广西壮族自治区","1","千克","0","?","65",
"202502","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","51","四川省","149","千克","0","?","210,993",
"202502","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","32","江苏省","29","千克","0","?","7,889",
"202502","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","51","四川省","591","千克","0","?","766,912",
"202502","85177950","光通信设备的激光收发模块","141","越南","33","保税监管场所进出境货物","32","江苏省","212","千克","0","?","110,837",
"202502","85177950","光通信设备的激光收发模块","141","越南","33","保税监管场所进出境货物","44","广东省","61","千克","0","?","23,453",
"202502","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","31","上海市","11","千克","0","?","4,150",
"202502","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","32","江苏省","40","千克","0","?","24,517",
"202502","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","35","福建省","4","千克","0","?","3,236",
"202502","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","45","广西壮族自治区","210","千克","0","?","268,606",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","12","天津市","42","千克","0","?","5,239",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","13","河北省","183","千克","0","?","36,457",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","31","上海市","31","千克","0","?","10,897",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","32","江苏省","205","千克","0","?","653,535",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","33","浙江省","910","千克","0","?","1,162,543",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","34","安徽省","32","千克","0","?","9,313",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","35","福建省","23","千克","0","?","15,660",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","37","山东省","318","千克","0","?","82,049",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","42","湖北省","295","千克","0","?","190,539",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","43","湖南省","4","千克","0","?","4,800",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","44","广东省","6497","千克","0","?","4,458,623",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","51","四川省","76","千克","0","?","54,165",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","32","江苏省","20","千克","0","?","3,623",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","33","浙江省","2750","千克","0","?","3,163,113",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","35","福建省","8","千克","0","?","13,400",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","44","广东省","6","千克","0","?","4,115",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","51","四川省","6656","千克","0","?","8,637,606",
"202502","85177950","光通信设备的激光收发模块","143","中国台湾","34","海关特殊监管区域物流货物","32","江苏省","113","千克","0","?","40,238",
"202502","85177950","光通信设备的激光收发模块","144","东帝汶","10","一般贸易","44","广东省","0","千克","0","?","879",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","11","北京市","15","千克","0","?","10,018",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","31","上海市","69","千克","0","?","47,828",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","33","浙江省","14","千克","0","?","344",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","35","福建省","1","千克","0","?","2,154",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","41","河南省","3","千克","0","?","1,223",
"202502","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","44","广东省","31","千克","0","?","15,054",
"202502","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","10","一般贸易","42","湖北省","46","千克","0","?","29,399",
"202502","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","10","一般贸易","44","广东省","34","千克","0","?","83,063",
"202502","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","19","边境小额贸易","65","新疆维吾尔自治区","20","千克","0","?","12,569",
"202502","85177950","光通信设备的激光收发模块","147","塔吉克斯坦","10","一般贸易","35","福建省","0","千克","0","?","187",
"202502","85177950","光通信设备的激光收发模块","147","塔吉克斯坦","10","一般贸易","44","广东省","1","千克","0","?","601",
"202502","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","31","上海市","17","千克","0","?","6,108",
"202502","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","33","浙江省","57","千克","0","?","61,029",
"202502","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","42","湖北省","40","千克","0","?","6,025",
"202502","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","44","广东省","8","千克","0","?","12,129",
"202502","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","31","上海市","0","千克","0","?","248",
"202502","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","44","广东省","161","千克","0","?","91,190",
"202502","85177950","光通信设备的激光收发模块","151","亚美尼亚","10","一般贸易","31","上海市","12","千克","0","?","537",
"202502","85177950","光通信设备的激光收发模块","151","亚美尼亚","10","一般贸易","44","广东省","2","千克","0","?","4,615",
"202502","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","33","浙江省","1","千克","0","?","2,851",
"202502","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","42","湖北省","2","千克","0","?","1,543",
"202502","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","44","广东省","20","千克","0","?","252,421",
"202502","85177950","光通信设备的激光收发模块","201","阿尔及利亚","10","一般贸易","33","浙江省","0","千克","0","?","245",
"202502","85177950","光通信设备的激光收发模块","201","阿尔及利亚","10","一般贸易","42","湖北省","71","千克","0","?","84,260",
"202502","85177950","光通信设备的激光收发模块","201","阿尔及利亚","10","一般贸易","44","广东省","1134","千克","0","?","249,269",
"202502","85177950","光通信设备的激光收发模块","201","阿尔及利亚","34","海关特殊监管区域物流货物","32","江苏省","70","千克","0","?","17,670",
"202502","85177950","光通信设备的激光收发模块","202","安哥拉","10","一般贸易","44","广东省","38","千克","0","?","8,714",
"202502","85177950","光通信设备的激光收发模块","202","安哥拉","22","对外承包工程出口货物","11","北京市","18","千克","0","?","42",
"202502","85177950","光通信设备的激光收发模块","203","贝宁","10","一般贸易","44","广东省","54","千克","0","?","19,755",
"202502","85177950","光通信设备的激光收发模块","204","博茨瓦纳","10","一般贸易","44","广东省","1","千克","0","?","702",
"202502","85177950","光通信设备的激光收发模块","205","布隆迪","10","一般贸易","44","广东省","0","千克","0","?","63",
"202502","85177950","光通信设备的激光收发模块","206","喀麦隆","10","一般贸易","44","广东省","115","千克","0","?","24,476",
"202502","85177950","光通信设备的激光收发模块","208","佛得角","10","一般贸易","44","广东省","1","千克","0","?","148",
"202502","85177950","光通信设备的激光收发模块","211","乍得","10","一般贸易","44","广东省","4","千克","0","?","807",
"202502","85177950","光通信设备的激光收发模块","213","刚果共和国","10","一般贸易","44","广东省","16","千克","0","?","7,280",
"202502","85177950","光通信设备的激光收发模块","214","吉布提","10","一般贸易","33","浙江省","1","千克","0","?","208",
"202502","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","33","浙江省","6","千克","0","?","1,084",
"202502","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","44","广东省","745","千克","0","?","150,519",
"202502","85177950","光通信设备的激光收发模块","215","埃及","15","进料加工贸易","44","广东省","0","千克","0","?","65",
"202502","85177950","光通信设备的激光收发模块","216","赤道几内亚","10","一般贸易","44","广东省","0","千克","0","?","55",
"202502","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","10","一般贸易","37","山东省","2","千克","0","?","396",
"202502","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","10","一般贸易","44","广东省","144","千克","0","?","29,880",
"202502","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","39","其他","44","广东省","6","千克","0","?","313,130",
"202502","85177950","光通信设备的激光收发模块","218","加蓬","10","一般贸易","44","广东省","0","千克","0","?","32",
"202502","85177950","光通信设备的激光收发模块","220","加纳","10","一般贸易","44","广东省","193","千克","0","?","88,912",
"202502","85177950","光通信设备的激光收发模块","221","几内亚","10","一般贸易","11","北京市","16","千克","0","?","144,678",
"202502","85177950","光通信设备的激光收发模块","221","几内亚","10","一般贸易","44","广东省","49","千克","0","?","40,125",
"202502","85177950","光通信设备的激光收发模块","223","科特迪瓦","10","一般贸易","44","广东省","166","千克","0","?","146,872",
"202502","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","31","上海市","8","千克","0","?","5,980",
"202502","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","33","浙江省","11","千克","0","?","4,745",
"202502","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","44","广东省","37","千克","0","?","31,684",
"202502","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","51","四川省","137","千克","0","?","2,781",
"202502","85177950","光通信设备的激光收发模块","224","肯尼亚","34","海关特殊监管区域物流货物","32","江苏省","64","千克","0","?","12,424",
"202502","85177950","光通信设备的激光收发模块","226","利比亚","10","一般贸易","44","广东省","2","千克","0","?","267,510",
"202502","85177950","光通信设备的激光收发模块","227","马达加斯加","10","一般贸易","44","广东省","1","千克","0","?","630",
"202502","85177950","光通信设备的激光收发模块","228","马拉维","10","一般贸易","44","广东省","0","千克","0","?","2,956",
"202502","85177950","光通信设备的激光收发模块","228","马拉维","34","海关特殊监管区域物流货物","32","江苏省","38","千克","0","?","4,783",
"202502","85177950","光通信设备的激光收发模块","229","马里","10","一般贸易","44","广东省","7","千克","0","?","16,848",
"202502","85177950","光通信设备的激光收发模块","230","毛里塔尼亚","10","一般贸易","44","广东省","63","千克","0","?","306,242",
"202502","85177950","光通信设备的激光收发模块","231","毛里求斯","10","一般贸易","33","浙江省","1","千克","0","?","454",
"202502","85177950","光通信设备的激光收发模块","231","毛里求斯","10","一般贸易","42","湖北省","2","千克","0","?","875",
"202502","85177950","光通信设备的激光收发模块","231","毛里求斯","10","一般贸易","44","广东省","6","千克","0","?","4,935",
"202502","85177950","光通信设备的激光收发模块","232","摩洛哥","10","一般贸易","33","浙江省","0","千克","0","?","361",
"202502","85177950","光通信设备的激光收发模块","232","摩洛哥","10","一般贸易","44","广东省","107","千克","0","?","33,488",
"202502","85177950","光通信设备的激光收发模块","233","莫桑比克","10","一般贸易","44","广东省","52","千克","0","?","32,634",
"202502","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","33","浙江省","0","千克","0","?","18",
"202502","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","35","福建省","3","千克","0","?","874",
"202502","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","37","山东省","238","千克","0","?","5,664",
"202502","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","44","广东省","51","千克","0","?","51,672",
"202502","85177950","光通信设备的激光收发模块","237","留尼汪","10","一般贸易","44","广东省","0","千克","0","?","837",
"202502","85177950","光通信设备的激光收发模块","238","卢旺达","10","一般贸易","44","广东省","6","千克","0","?","7,653",
"202502","85177950","光通信设备的激光收发模块","240","塞内加尔","10","一般贸易","33","浙江省","0","千克","0","?","198",
"202502","85177950","光通信设备的激光收发模块","240","塞内加尔","10","一般贸易","44","广东省","46","千克","0","?","135,522",
"202502","85177950","光通信设备的激光收发模块","242","塞拉利昂","10","一般贸易","42","湖北省","0","千克","0","?","13,024",
"202502","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","33","浙江省","11","千克","0","?","8,975",
"202502","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","37","山东省","0","千克","0","?","26",
"202502","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","42","湖北省","11","千克","0","?","1,239",
"202502","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","44","广东省","177","千克","0","?","102,334",
"202502","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","52","贵州省","10","千克","0","?","6,988",
"202502","85177950","光通信设备的激光收发模块","244","南非","15","进料加工贸易","44","广东省","3","千克","0","?","30,448",
"202502","85177950","光通信设备的激光收发模块","244","南非","33","保税监管场所进出境货物","44","广东省","9","千克","0","?","43,605",
"202502","85177950","光通信设备的激光收发模块","244","南非","34","海关特殊监管区域物流货物","32","江苏省","58","千克","0","?","10,909",
"202502","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","33","浙江省","302","千克","0","?","12,835",
"202502","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","44","广东省","24","千克","0","?","7,560",
"202502","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","51","四川省","200","千克","0","?","4,680",
"202502","85177950","光通信设备的激光收发模块","249","突尼斯","10","一般贸易","44","广东省","0","千克","0","?","245",
"202502","85177950","光通信设备的激光收发模块","250","乌干达","10","一般贸易","44","广东省","9","千克","0","?","3,606",
"202502","85177950","光通信设备的激光收发模块","250","乌干达","10","一般贸易","50","重庆市","208","千克","0","?","12,938",
"202502","85177950","光通信设备的激光收发模块","251","布基纳法索","10","一般贸易","44","广东省","31","千克","0","?","66,745",
"202502","85177950","光通信设备的激光收发模块","252","刚果民主共和国","10","一般贸易","33","浙江省","1","千克","0","?","665",
"202502","85177950","光通信设备的激光收发模块","252","刚果民主共和国","10","一般贸易","44","广东省","7","千克","0","?","8,347",
"202502","85177950","光通信设备的激光收发模块","253","赞比亚","10","一般贸易","11","北京市","1","千克","0","?","3,973",
"202502","85177950","光通信设备的激光收发模块","253","赞比亚","10","一般贸易","44","广东省","18","千克","0","?","16,144",
"202502","85177950","光通信设备的激光收发模块","253","赞比亚","10","一般贸易","51","四川省","185","千克","0","?","4,311",
"202502","85177950","光通信设备的激光收发模块","254","津巴布韦","10","一般贸易","44","广东省","0","千克","0","?","30",
"202502","85177950","光通信设备的激光收发模块","257","斯威士兰","10","一般贸易","44","广东省","5","千克","0","?","1,081",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","31","上海市","2","千克","0","?","4,090",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","32","江苏省","0","千克","0","?","39",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","33","浙江省","1","千克","0","?","21",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","34","安徽省","128","千克","0","?","16,280",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","37","山东省","64","千克","0","?","4,090",
"202502","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","42","湖北省","242","千克","0","?","320,423",
