"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"202501","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","51","四川省","5759","千克","0","?","64,539,086",
"202501","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","52","贵州省","1","千克","0","?","1,494",
"202501","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","65","新疆维吾尔自治区","6318","千克","0","?","177,114",
"202501","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","32","江苏省","873","千克","0","?","84,291,806",
"202501","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","35","福建省","0","千克","0","?","18,957",
"202501","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","44","广东省","0","千克","0","?","951",
"202501","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","51","四川省","1","千克","0","?","4,687",
"202501","85177950","光通信设备的激光收发模块","136","泰国","33","保税监管场所进出境货物","44","广东省","13","千克","0","?","47,508",
"202501","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","32","江苏省","115","千克","0","?","277,714",
"202501","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","35","福建省","40","千克","0","?","189,343",
"202501","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","45","广西壮族自治区","0","千克","0","?","1,042",
"202501","85177950","光通信设备的激光收发模块","136","泰国","39","其他","32","江苏省","0","千克","0","?","1,444",
"202501","85177950","光通信设备的激光收发模块","136","泰国","39","其他","33","浙江省","4","千克","0","?","182",
"202501","85177950","光通信设备的激光收发模块","136","泰国","39","其他","42","湖北省","8","千克","0","?","75,603",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","32","江苏省","150","千克","0","?","122,219",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","33","浙江省","47","千克","0","?","100,283",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","35","福建省","29","千克","0","?","238,427",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","41","河南省","2","千克","0","?","69,247",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","42","湖北省","5","千克","0","?","60,861",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","44","广东省","862","千克","0","?","2,222,659",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","51","四川省","0","千克","0","?","776",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","10","一般贸易","65","新疆维吾尔自治区","3","千克","0","?","5,395",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","33","保税监管场所进出境货物","44","广东省","32","千克","0","?","33,418",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","34","海关特殊监管区域物流货物","32","江苏省","193","千克","0","?","1,278,742",
"202501","85177950","光通信设备的激光收发模块","137","土耳其","34","海关特殊监管区域物流货物","35","福建省","1","千克","0","?","2,714",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","21","辽宁省","0","千克","0","?","2,295",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","31","上海市","16","千克","0","?","69,300",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","32","江苏省","13","千克","0","?","4,452",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","33","浙江省","337","千克","0","?","113,211",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","35","福建省","2","千克","0","?","28,344",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","37","山东省","0","千克","0","?","35",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","41","河南省","0","千克","0","?","193",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","42","湖北省","127","千克","0","?","203,368",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","44","广东省","893","千克","0","?","5,435,062",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","10","一般贸易","51","四川省","215","千克","0","?","60,503",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","15","进料加工贸易","33","浙江省","107","千克","0","?","632,764",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","15","进料加工贸易","44","广东省","10","千克","0","?","302,105",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","15","进料加工贸易","51","四川省","434","千克","0","?","1,118,152",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","34","海关特殊监管区域物流货物","32","江苏省","30","千克","0","?","70,513",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","34","海关特殊监管区域物流货物","35","福建省","5","千克","0","?","41,542",
"202501","85177950","光通信设备的激光收发模块","138","阿联酋","39","其他","33","浙江省","788","千克","0","?","84,962",
"202501","85177950","光通信设备的激光收发模块","139","也门","10","一般贸易","32","江苏省","0","千克","0","?","8,582",
"202501","85177950","光通信设备的激光收发模块","139","也门","10","一般贸易","44","广东省","143","千克","0","?","7,723,815",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","31","上海市","2049","千克","0","?","5,101,370",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","32","江苏省","445","千克","0","?","2,002,389",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","33","浙江省","157","千克","0","?","177,402",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","35","福建省","21","千克","0","?","99,128",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","42","湖北省","258","千克","0","?","270,630",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","43","湖南省","6","千克","0","?","7,871",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","44","广东省","679","千克","0","?","2,174,870",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","45","广西壮族自治区","16","千克","0","?","27,199",
"202501","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","51","四川省","258","千克","0","?","4,666,464",
"202501","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","32","江苏省","20","千克","0","?","174,993",
"202501","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","51","四川省","207","千克","0","?","2,522,515",
"202501","85177950","光通信设备的激光收发模块","141","越南","33","保税监管场所进出境货物","32","江苏省","1","千克","0","?","6,146",
"202501","85177950","光通信设备的激光收发模块","141","越南","33","保税监管场所进出境货物","44","广东省","208","千克","0","?","1,117,589",
"202501","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","31","上海市","5","千克","0","?","21,417",
"202501","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","32","江苏省","121","千克","0","?","242,828",
"202501","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","45","广西壮族自治区","1225","千克","0","?","5,667,214",
"202501","85177950","光通信设备的激光收发模块","141","越南","39","其他","44","广东省","1","千克","0","?","13,973",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","13","河北省","181","千克","0","?","217,228",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","31","上海市","18","千克","0","?","58,419",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","32","江苏省","1259","千克","0","?","29,437,766",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","33","浙江省","791","千克","0","?","11,463,762",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","34","安徽省","8","千克","0","?","18,329",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","35","福建省","8","千克","0","?","37,521",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","37","山东省","315","千克","0","?","474,682",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","42","湖北省","280","千克","0","?","2,061,794",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","43","湖南省","23","千克","0","?","83,021",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","44","广东省","6706","千克","0","?","37,250,011",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","51","四川省","187","千克","0","?","868,042",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","32","江苏省","29","千克","0","?","1,261,957",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","33","浙江省","2645","千克","0","?","21,779,533",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","35","福建省","0","千克","0","?","32,733",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","44","广东省","3","千克","0","?","83,592",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","51","四川省","7408","千克","0","?","65,238,647",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","33","保税监管场所进出境货物","44","广东省","1","千克","0","?","3,354",
"202501","85177950","光通信设备的激光收发模块","143","中国台湾","34","海关特殊监管区域物流货物","32","江苏省","250","千克","0","?","3,324,508",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","21","辽宁省","1","千克","0","?","2,372",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","31","上海市","11","千克","0","?","134,448",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","33","浙江省","15","千克","0","?","128,123",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","34","安徽省","88","千克","0","?","142,504",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","35","福建省","2","千克","0","?","4,412",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","10","一般贸易","44","广东省","139","千克","0","?","1,961,451",
"202501","85177950","光通信设备的激光收发模块","145","哈萨克斯坦","15","进料加工贸易","44","广东省","0","千克","0","?","467",
"202501","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","10","一般贸易","42","湖北省","168","千克","0","?","185,477",
"202501","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","10","一般贸易","44","广东省","2","千克","0","?","13,547",
"202501","85177950","光通信设备的激光收发模块","146","吉尔吉斯斯坦","34","海关特殊监管区域物流货物","44","广东省","2","千克","0","?","3,520",
"202501","85177950","光通信设备的激光收发模块","147","塔吉克斯坦","10","一般贸易","33","浙江省","0","千克","0","?","5,475",
"202501","85177950","光通信设备的激光收发模块","147","塔吉克斯坦","34","海关特殊监管区域物流货物","31","上海市","63","千克","0","?","1,624,526",
"202501","85177950","光通信设备的激光收发模块","147","塔吉克斯坦","34","海关特殊监管区域物流货物","61","陕西省","22","千克","0","?","1,987,959",
"202501","85177950","光通信设备的激光收发模块","148","土库曼斯坦","10","一般贸易","44","广东省","4","千克","0","?","7,079",
"202501","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","31","上海市","85","千克","0","?","295,143",
"202501","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","33","浙江省","15","千克","0","?","42,422",
"202501","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","10","一般贸易","44","广东省","138","千克","0","?","1,031,025",
"202501","85177950","光通信设备的激光收发模块","149","乌兹别克斯坦","15","进料加工贸易","44","广东省","0","千克","0","?","951",
"202501","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","31","上海市","55","千克","0","?","976,133",
"202501","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","33","浙江省","6","千克","0","?","20,486",
"202501","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","42","湖北省","1","千克","0","?","776",
"202501","85177950","光通信设备的激光收发模块","150","格鲁吉亚","10","一般贸易","44","广东省","41","千克","0","?","116,856",
"202501","85177950","光通信设备的激光收发模块","150","格鲁吉亚","34","海关特殊监管区域物流货物","44","广东省","0","千克","0","?","239",
"202501","85177950","光通信设备的激光收发模块","151","亚美尼亚","10","一般贸易","31","上海市","0","千克","0","?","4,169",
"202501","85177950","光通信设备的激光收发模块","151","亚美尼亚","10","一般贸易","33","浙江省","1","千克","0","?","4,126",
"202501","85177950","光通信设备的激光收发模块","151","亚美尼亚","10","一般贸易","44","广东省","27","千克","0","?","36,674",
"202501","85177950","光通信设备的激光收发模块","151","亚美尼亚","15","进料加工贸易","44","广东省","0","千克","0","?","467",
"202501","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","33","浙江省","32","千克","0","?","105,727",
"202501","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","42","湖北省","1","千克","0","?","5,955",
"202501","85177950","光通信设备的激光收发模块","152","阿塞拜疆","10","一般贸易","44","广东省","36","千克","0","?","274,497",
"202501","85177950","光通信设备的激光收发模块","152","阿塞拜疆","15","进料加工贸易","44","广东省","0","千克","0","?","233",
"202501","85177950","光通信设备的激光收发模块","201","阿尔及利亚","10","一般贸易","33","浙江省","2","千克","0","?","11,412",
"202501","85177950","光通信设备的激光收发模块","201","阿尔及利亚","10","一般贸易","44","广东省","57","千克","0","?","225,493",
"202501","85177950","光通信设备的激光收发模块","202","安哥拉","10","一般贸易","33","浙江省","1","千克","0","?","2,875",
"202501","85177950","光通信设备的激光收发模块","202","安哥拉","10","一般贸易","44","广东省","5","千克","0","?","6,212",
"202501","85177950","光通信设备的激光收发模块","202","安哥拉","22","对外承包工程出口货物","11","北京市","68","千克","0","?","382,613",
"202501","85177950","光通信设备的激光收发模块","203","贝宁","10","一般贸易","44","广东省","13","千克","0","?","389,255",
"202501","85177950","光通信设备的激光收发模块","204","博茨瓦纳","10","一般贸易","44","广东省","46","千克","0","?","180,261",
"202501","85177950","光通信设备的激光收发模块","206","喀麦隆","10","一般贸易","44","广东省","40","千克","0","?","303,728",
"202501","85177950","光通信设备的激光收发模块","208","佛得角","10","一般贸易","44","广东省","6","千克","0","?","6,600",
"202501","85177950","光通信设备的激光收发模块","209","中非","10","一般贸易","44","广东省","41","千克","0","?","92,067",
"202501","85177950","光通信设备的激光收发模块","211","乍得","10","一般贸易","11","北京市","8","千克","0","?","15,197",
"202501","85177950","光通信设备的激光收发模块","211","乍得","10","一般贸易","44","广东省","6","千克","0","?","5,124",
"202501","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","32","江苏省","32","千克","0","?","4,486",
"202501","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","33","浙江省","12","千克","0","?","22,660",
"202501","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","34","安徽省","219","千克","0","?","128,226",
"202501","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","35","福建省","2","千克","0","?","6,246",
"202501","85177950","光通信设备的激光收发模块","215","埃及","10","一般贸易","44","广东省","145","千克","0","?","304,463",
"202501","85177950","光通信设备的激光收发模块","215","埃及","15","进料加工贸易","44","广东省","0","千克","0","?","28,572",
"202501","85177950","光通信设备的激光收发模块","215","埃及","34","海关特殊监管区域物流货物","32","江苏省","14","千克","0","?","34,853",
"202501","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","10","一般贸易","12","天津市","21","千克","0","?","5,264",
"202501","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","10","一般贸易","34","安徽省","0","千克","0","?","18,566",
"202501","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","10","一般贸易","44","广东省","91","千克","0","?","187,380",
"202501","85177950","光通信设备的激光收发模块","217","埃塞俄比亚","22","对外承包工程出口货物","32","江苏省","1","千克","0","?","5,226",
"202501","85177950","光通信设备的激光收发模块","218","加蓬","10","一般贸易","44","广东省","0","千克","0","?","75",
"202501","85177950","光通信设备的激光收发模块","219","冈比亚","10","一般贸易","44","广东省","1","千克","0","?","1,725",
"202501","85177950","光通信设备的激光收发模块","220","加纳","10","一般贸易","44","广东省","11","千克","0","?","10,536",
"202501","85177950","光通信设备的激光收发模块","221","几内亚","10","一般贸易","44","广东省","1172","千克","0","?","1,106,970",
"202501","85177950","光通信设备的激光收发模块","223","科特迪瓦","10","一般贸易","44","广东省","4","千克","0","?","10,116",
"202501","85177950","光通信设备的激光收发模块","223","科特迪瓦","22","对外承包工程出口货物","45","广西壮族自治区","1","千克","0","?","54,441",
"202501","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","33","浙江省","1","千克","0","?","1,736",
"202501","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","44","广东省","54","千克","0","?","234,314",
"202501","85177950","光通信设备的激光收发模块","224","肯尼亚","10","一般贸易","51","四川省","184","千克","0","?","32,536",
"202501","85177950","光通信设备的激光收发模块","225","利比里亚","10","一般贸易","44","广东省","3","千克","0","?","62,413",
"202501","85177950","光通信设备的激光收发模块","226","利比亚","10","一般贸易","44","广东省","23","千克","0","?","37,141",
"202501","85177950","光通信设备的激光收发模块","226","利比亚","39","其他","44","广东省","0","千克","0","?","47,598",
"202501","85177950","光通信设备的激光收发模块","227","马达加斯加","10","一般贸易","44","广东省","0","千克","0","?","600",
"202501","85177950","光通信设备的激光收发模块","229","马里","10","一般贸易","44","广东省","6","千克","0","?","216,389",
"202501","85177950","光通信设备的激光收发模块","230","毛里塔尼亚","10","一般贸易","44","广东省","2","千克","0","?","4,037",
"202501","85177950","光通信设备的激光收发模块","231","毛里求斯","10","一般贸易","33","浙江省","6","千克","0","?","11,631",
"202501","85177950","光通信设备的激光收发模块","231","毛里求斯","10","一般贸易","44","广东省","4","千克","0","?","7,705",
"202501","85177950","光通信设备的激光收发模块","232","摩洛哥","10","一般贸易","33","浙江省","10","千克","0","?","36,051",
"202501","85177950","光通信设备的激光收发模块","232","摩洛哥","10","一般贸易","44","广东省","25","千克","0","?","68,400",
"202501","85177950","光通信设备的激光收发模块","233","莫桑比克","10","一般贸易","44","广东省","7","千克","0","?","53,569",
"202501","85177950","光通信设备的激光收发模块","234","纳米比亚","10","一般贸易","44","广东省","1","千克","0","?","262",
"202501","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","33","浙江省","1","千克","0","?","6,048",
"202501","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","43","湖南省","3","千克","0","?","696",
"202501","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","44","广东省","78","千克","0","?","155,132",
"202501","85177950","光通信设备的激光收发模块","236","尼日利亚","10","一般贸易","51","四川省","287","千克","0","?","38,784",
"202501","85177950","光通信设备的激光收发模块","237","留尼汪","10","一般贸易","44","广东省","26","千克","0","?","144,957",
"202501","85177950","光通信设备的激光收发模块","238","卢旺达","10","一般贸易","33","浙江省","0","千克","0","?","1,988",
"202501","85177950","光通信设备的激光收发模块","238","卢旺达","10","一般贸易","44","广东省","0","千克","0","?","14,960",
"202501","85177950","光通信设备的激光收发模块","241","塞舌尔","10","一般贸易","44","广东省","3","千克","0","?","2,454",
"202501","85177950","光通信设备的激光收发模块","243","索马里","10","一般贸易","44","广东省","49","千克","0","?","154,619",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","31","上海市","11","千克","0","?","53,725",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","33","浙江省","16","千克","0","?","151,782",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","35","福建省","1","千克","0","?","11,691",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","42","湖北省","11","千克","0","?","24,476",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","43","湖南省","3","千克","0","?","488",
"202501","85177950","光通信设备的激光收发模块","244","南非","10","一般贸易","44","广东省","697","千克","0","?","1,084,363",
"202501","85177950","光通信设备的激光收发模块","244","南非","15","进料加工贸易","44","广东省","0","千克","0","?","6,646",
"202501","85177950","光通信设备的激光收发模块","244","南非","33","保税监管场所进出境货物","44","广东省","22","千克","0","?","432,827",
"202501","85177950","光通信设备的激光收发模块","244","南非","34","海关特殊监管区域物流货物","32","江苏省","135","千克","0","?","166,629",
"202501","85177950","光通信设备的激光收发模块","246","苏丹","10","一般贸易","44","广东省","45","千克","0","?","61,983",
"202501","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","32","江苏省","4","千克","0","?","2,597",
"202501","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","44","广东省","10","千克","0","?","43,144",
"202501","85177950","光通信设备的激光收发模块","247","坦桑尼亚","10","一般贸易","51","四川省","208","千克","0","?","35,135",
"202501","85177950","光通信设备的激光收发模块","248","多哥","10","一般贸易","11","北京市","4","千克","0","?","7,188",
"202501","85177950","光通信设备的激光收发模块","249","突尼斯","10","一般贸易","11","北京市","1","千克","0","?","6,742",
"202501","85177950","光通信设备的激光收发模块","249","突尼斯","10","一般贸易","44","广东省","10","千克","0","?","134,733",
"202501","85177950","光通信设备的激光收发模块","250","乌干达","10","一般贸易","33","浙江省","4","千克","0","?","1,294",
"202501","85177950","光通信设备的激光收发模块","250","乌干达","10","一般贸易","44","广东省","108","千克","0","?","153,395",
"202501","85177950","光通信设备的激光收发模块","250","乌干达","22","对外承包工程出口货物","11","北京市","0","千克","0","?","332,943",
"202501","85177950","光通信设备的激光收发模块","251","布基纳法索","10","一般贸易","44","广东省","5","千克","0","?","1,184",
"202501","85177950","光通信设备的激光收发模块","252","刚果民主共和国","10","一般贸易","35","福建省","0","千克","0","?","499",
"202501","85177950","光通信设备的激光收发模块","252","刚果民主共和国","10","一般贸易","43","湖南省","39","千克","0","?","23,539",
"202501","85177950","光通信设备的激光收发模块","252","刚果民主共和国","10","一般贸易","44","广东省","1","千克","0","?","166",
"202501","85177950","光通信设备的激光收发模块","253","赞比亚","10","一般贸易","37","山东省","305","千克","0","?","44,724",
"202501","85177950","光通信设备的激光收发模块","253","赞比亚","10","一般贸易","44","广东省","0","千克","0","?","10,607",
"202501","85177950","光通信设备的激光收发模块","254","津巴布韦","10","一般贸易","35","福建省","0","千克","0","?","1,204",
"202501","85177950","光通信设备的激光收发模块","259","马约特","10","一般贸易","44","广东省","0","千克","0","?","27",
"202501","85177950","光通信设备的激光收发模块","260","南苏丹","10","一般贸易","31","上海市","31","千克","0","?","2,653",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","31","上海市","1","千克","0","?","11,934",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","32","江苏省","5","千克","0","?","199,467",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","34","安徽省","479","千克","0","?","435,145",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","37","山东省","5","千克","0","?","3,154",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","42","湖北省","225","千克","0","?","1,784,180",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","44","广东省","107","千克","0","?","776,625",
"202501","85177950","光通信设备的激光收发模块","301","比利时","10","一般贸易","51","四川省","41","千克","0","?","223,258",
"202501","85177950","光通信设备的激光收发模块","301","比利时","15","进料加工贸易","32","江苏省","76","千克","0","?","271,729",
"202501","85177950","光通信设备的激光收发模块","301","比利时","33","保税监管场所进出境货物","44","广东省","8","千克","0","?","8,032",
"202501","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","32","江苏省","6","千克","0","?","57,504",
"202501","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","33","浙江省","2","千克","0","?","5,466",
"202501","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","42","湖北省","4","千克","0","?","102,686",
"202501","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","44","广东省","81","千克","0","?","481,584",
"202501","85177950","光通信设备的激光收发模块","302","丹麦","10","一般贸易","51","四川省","419","千克","0","?","1,729,506",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","31","上海市","3","千克","0","?","373,704",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","32","江苏省","123","千克","0","?","523,016",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","33","浙江省","48","千克","0","?","2,168",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","34","安徽省","0","千克","0","?","783",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","35","福建省","31","千克","0","?","73,212",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","37","山东省","8","千克","0","?","75,893",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","42","湖北省","629","千克","0","?","6,406,731",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","44","广东省","2834","千克","0","?","8,989,633",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","45","广西壮族自治区","1","千克","0","?","155",
"202501","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","51","四川省","107","千克","0","?","362,080",
"202501","85177950","光通信设备的激光收发模块","303","英国","15","进料加工贸易","44","广东省","0","千克","0","?","660,086",
"202501","85177950","光通信设备的激光收发模块","303","英国","15","进料加工贸易","51","四川省","87","千克","0","?","814,617",
"202501","85177950","光通信设备的激光收发模块","303","英国","34","海关特殊监管区域物流货物","32","江苏省","5","千克","0","?","129,596",
"202501","85177950","光通信设备的激光收发模块","303","英国","34","海关特殊监管区域物流货物","42","湖北省","1","千克","0","?","782,055",
"202501","85177950","光通信设备的激光收发模块","303","英国","34","海关特殊监管区域物流货物","44","广东省","117","千克","0","?","389,288",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","11","北京市","3","千克","0","?","19,838",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","12","天津市","0","千克","0","?","293",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","31","上海市","0","千克","0","?","305",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","32","江苏省","70","千克","0","?","1,309,019",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","33","浙江省","79","千克","0","?","841,253",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","37","山东省","2","千克","0","?","28,090",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","41","河南省","2","千克","0","?","11,306",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","42","湖北省","2117","千克","0","?","11,363,605",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","44","广东省","5545","千克","0","?","11,413,313",
"202501","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","51","四川省","961","千克","0","?","3,906,600",
"202501","85177950","光通信设备的激光收发模块","304","德国","15","进料加工贸易","32","江苏省","122","千克","0","?","10,024,847",
"202501","85177950","光通信设备的激光收发模块","304","德国","15","进料加工贸易","51","四川省","9","千克","0","?","67,474",
"202501","85177950","光通信设备的激光收发模块","304","德国","15","进料加工贸易","61","陕西省","0","千克","0","?","93,802",
"202501","85177950","光通信设备的激光收发模块","304","德国","33","保税监管场所进出境货物","35","福建省","0","千克","0","?","2,938",
"202501","85177950","光通信设备的激光收发模块","304","德国","34","海关特殊监管区域物流货物","35","福建省","1","千克","0","?","24,235",
"202501","85177950","光通信设备的激光收发模块","304","德国","34","海关特殊监管区域物流货物","42","湖北省","246","千克","0","?","2,692,275",
"202501","85177950","光通信设备的激光收发模块","304","德国","34","海关特殊监管区域物流货物","44","广东省","142","千克","0","?","1,130,958",
"202501","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","32","江苏省","6","千克","0","?","97,381",
