"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202404","85177990","品目85.17所列设备用其他零件","331","瑞士","33","保税监管场所进出境货物","3","千克","0","?","4,652",
"202404","85177990","品目85.17所列设备用其他零件","331","瑞士","34","海关特殊监管区域物流货物","3","千克","0","?","20,372",
"202404","85177990","品目85.17所列设备用其他零件","331","瑞士","39","其他","1","千克","0","?","5,147",
"202404","85177990","品目85.17所列设备用其他零件","334","爱沙尼亚","10","一般贸易","2667","千克","0","?","569,373",
"202404","85177990","品目85.17所列设备用其他零件","334","爱沙尼亚","34","海关特殊监管区域物流货物","86","千克","0","?","14,447",
"202404","85177990","品目85.17所列设备用其他零件","334","爱沙尼亚","39","其他","5","千克","0","?","8,099",
"202404","85177990","品目85.17所列设备用其他零件","335","拉脱维亚","10","一般贸易","717","千克","0","?","283,522",
"202404","85177990","品目85.17所列设备用其他零件","336","立陶宛","10","一般贸易","53","千克","0","?","167,520",
"202404","85177990","品目85.17所列设备用其他零件","347","乌克兰","10","一般贸易","423","千克","0","?","56,875",
"202404","85177990","品目85.17所列设备用其他零件","350","斯洛文尼亚","33","保税监管场所进出境货物","4","千克","0","?","3,019",
"202404","85177990","品目85.17所列设备用其他零件","352","捷克","10","一般贸易","1673","千克","0","?","209,618",
"202404","85177990","品目85.17所列设备用其他零件","352","捷克","15","进料加工贸易","69","千克","0","?","3,787",
"202404","85177990","品目85.17所列设备用其他零件","352","捷克","33","保税监管场所进出境货物","5","千克","0","?","4,186",
"202404","85177990","品目85.17所列设备用其他零件","352","捷克","34","海关特殊监管区域物流货物","8","千克","0","?","52,708",
"202404","85177990","品目85.17所列设备用其他零件","352","捷克","39","其他","1","千克","0","?","862",
"202404","85177990","品目85.17所列设备用其他零件","353","斯洛伐克","10","一般贸易","1","千克","0","?","429",
"202404","85177990","品目85.17所列设备用其他零件","353","斯洛伐克","34","海关特殊监管区域物流货物","0","千克","0","?","5,166",
"202404","85177990","品目85.17所列设备用其他零件","410","巴西","10","一般贸易","2","千克","0","?","296",
"202404","85177990","品目85.17所列设备用其他零件","410","巴西","34","海关特殊监管区域物流货物","428","千克","0","?","22,284",
"202404","85177990","品目85.17所列设备用其他零件","415","哥斯达黎加","10","一般贸易","3","千克","0","?","17,534",
"202404","85177990","品目85.17所列设备用其他零件","415","哥斯达黎加","15","进料加工贸易","1","千克","0","?","20,200",
"202404","85177990","品目85.17所列设备用其他零件","429","墨西哥","10","一般贸易","2816","千克","0","?","941,566",
"202404","85177990","品目85.17所列设备用其他零件","429","墨西哥","15","进料加工贸易","3708","千克","0","?","2,335,871",
"202404","85177990","品目85.17所列设备用其他零件","429","墨西哥","33","保税监管场所进出境货物","52","千克","0","?","68,161",
"202404","85177990","品目85.17所列设备用其他零件","429","墨西哥","34","海关特殊监管区域物流货物","2264","千克","0","?","344,376",
"202404","85177990","品目85.17所列设备用其他零件","429","墨西哥","39","其他","177","千克","0","?","206,651",
"202404","85177990","品目85.17所列设备用其他零件","432","巴拿马","34","海关特殊监管区域物流货物","165","千克","0","?","2,400",
"202404","85177990","品目85.17所列设备用其他零件","440","萨尔瓦多","39","其他","18","千克","0","?","4,162",
"202404","85177990","品目85.17所列设备用其他零件","501","加拿大","10","一般贸易","173","千克","0","?","444,989",
"202404","85177990","品目85.17所列设备用其他零件","501","加拿大","15","进料加工贸易","55","千克","0","?","169,485",
"202404","85177990","品目85.17所列设备用其他零件","501","加拿大","34","海关特殊监管区域物流货物","1","千克","0","?","14,793",
"202404","85177990","品目85.17所列设备用其他零件","501","加拿大","39","其他","50","千克","0","?","6,425",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","10","一般贸易","2495","千克","0","?","1,713,716",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","14","来料加工贸易","94","千克","0","?","142,006",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","15","进料加工贸易","727","千克","0","?","809,295",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","33","保税监管场所进出境货物","178","千克","0","?","112,864",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","34","海关特殊监管区域物流货物","1534","千克","0","?","130,467",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","35","海关特殊监管区域进口设备","2","千克","0","?","1,965",
"202404","85177990","品目85.17所列设备用其他零件","502","美国","39","其他","290","千克","0","?","103,129",
"202404","85177990","品目85.17所列设备用其他零件","601","澳大利亚","10","一般贸易","452","千克","0","?","1,628,509",
"202404","85177990","品目85.17所列设备用其他零件","601","澳大利亚","15","进料加工贸易","29","千克","0","?","47,810",
"202404","85177990","品目85.17所列设备用其他零件","601","澳大利亚","33","保税监管场所进出境货物","332","千克","0","?","1,143,345",
"202404","85177990","品目85.17所列设备用其他零件","601","澳大利亚","34","海关特殊监管区域物流货物","249","千克","0","?","39,618",
"202404","85177990","品目85.17所列设备用其他零件","609","新西兰","10","一般贸易","3","千克","0","?","5,905",
"202404","85414900","其他光敏半导体器件","110","中国香港","10","一般贸易","138","个","1","千克","1,823",
"202404","85414900","其他光敏半导体器件","112","印度尼西亚","10","一般贸易","675043","个","462","千克","584,648",
"202404","85414900","其他光敏半导体器件","112","印度尼西亚","14","来料加工贸易","280000","个","264","千克","25,044",
"202404","85414900","其他光敏半导体器件","112","印度尼西亚","15","进料加工贸易","30000","个","7","千克","30,433",
"202404","85414900","其他光敏半导体器件","112","印度尼西亚","34","海关特殊监管区域物流货物","5","个","0","千克","2",
"202404","85414900","其他光敏半导体器件","115","以色列","10","一般贸易","28","个","0","千克","21,408",
"202404","85414900","其他光敏半导体器件","115","以色列","15","进料加工贸易","100","个","0","千克","344",
"202404","85414900","其他光敏半导体器件","116","日本","10","一般贸易","17053126","个","10333","千克","11,429,376",
"202404","85414900","其他光敏半导体器件","116","日本","14","来料加工贸易","478947","个","105","千克","142,558",
"202404","85414900","其他光敏半导体器件","116","日本","15","进料加工贸易","16630468","个","1307","千克","3,545,247",
"202404","85414900","其他光敏半导体器件","116","日本","33","保税监管场所进出境货物","538507","个","346","千克","1,654,553",
"202404","85414900","其他光敏半导体器件","116","日本","34","海关特殊监管区域物流货物","20137911","个","6572","千克","5,586,965",
"202404","85414900","其他光敏半导体器件","116","日本","35","海关特殊监管区域进口设备","6","个","0","千克","193",
"202404","85414900","其他光敏半导体器件","116","日本","39","其他","64369","个","2","千克","32,215",
"202404","85414900","其他光敏半导体器件","122","马来西亚","10","一般贸易","10606666","个","3167","千克","2,177,971",
"202404","85414900","其他光敏半导体器件","122","马来西亚","14","来料加工贸易","19140","个","1","千克","2,801",
"202404","85414900","其他光敏半导体器件","122","马来西亚","15","进料加工贸易","3568398","个","991","千克","5,830,580",
"202404","85414900","其他光敏半导体器件","122","马来西亚","33","保税监管场所进出境货物","99051","个","15","千克","24,912",
"202404","85414900","其他光敏半导体器件","122","马来西亚","34","海关特殊监管区域物流货物","4432556","个","28458","千克","5,639,688",
"202404","85414900","其他光敏半导体器件","122","马来西亚","35","海关特殊监管区域进口设备","1","个","0","千克","351",
"202404","85414900","其他光敏半导体器件","122","马来西亚","39","其他","1896","个","0","千克","3,379",
"202404","85414900","其他光敏半导体器件","129","菲律宾","10","一般贸易","8430778","个","4246","千克","4,515,927",
"202404","85414900","其他光敏半导体器件","129","菲律宾","14","来料加工贸易","27000","个","6","千克","6,376",
"202404","85414900","其他光敏半导体器件","129","菲律宾","15","进料加工贸易","3088873","个","1150","千克","2,845,368",
"202404","85414900","其他光敏半导体器件","129","菲律宾","33","保税监管场所进出境货物","47490","个","32","千克","33,618",
"202404","85414900","其他光敏半导体器件","129","菲律宾","34","海关特殊监管区域物流货物","1477252","个","508","千克","1,357,307",
"202404","85414900","其他光敏半导体器件","129","菲律宾","35","海关特殊监管区域进口设备","3","个","0","千克","713",
"202404","85414900","其他光敏半导体器件","129","菲律宾","39","其他","620","个","0","千克","257",
"202404","85414900","其他光敏半导体器件","132","新加坡","10","一般贸易","7152","个","6","千克","384,606",
"202404","85414900","其他光敏半导体器件","132","新加坡","15","进料加工贸易","905435","个","5","千克","916,300",
"202404","85414900","其他光敏半导体器件","132","新加坡","33","保税监管场所进出境货物","1","个","0","千克","88",
"202404","85414900","其他光敏半导体器件","132","新加坡","34","海关特殊监管区域物流货物","18944","个","10","千克","8,936",
"202404","85414900","其他光敏半导体器件","132","新加坡","35","海关特殊监管区域进口设备","34","个","0","千克","3,608",
"202404","85414900","其他光敏半导体器件","132","新加坡","39","其他","2","个","0","千克","82",
"202404","85414900","其他光敏半导体器件","133","韩国","10","一般贸易","15932200","个","437","千克","514,360",
"202404","85414900","其他光敏半导体器件","133","韩国","14","来料加工贸易","724458","个","284","千克","572,782",
"202404","85414900","其他光敏半导体器件","133","韩国","15","进料加工贸易","91226319","个","1539","千克","1,700,472",
"202404","85414900","其他光敏半导体器件","133","韩国","34","海关特殊监管区域物流货物","1247320","个","783","千克","197,157",
"202404","85414900","其他光敏半导体器件","133","韩国","35","海关特殊监管区域进口设备","1","个","0","千克","92",
"202404","85414900","其他光敏半导体器件","133","韩国","39","其他","38429","个","60","千克","323",
"202404","85414900","其他光敏半导体器件","136","泰国","10","一般贸易","104055136","个","50643","千克","19,889,967",
"202404","85414900","其他光敏半导体器件","136","泰国","14","来料加工贸易","552300","个","162","千克","60,462",
"202404","85414900","其他光敏半导体器件","136","泰国","15","进料加工贸易","11526465","个","3657","千克","2,798,839",
"202404","85414900","其他光敏半导体器件","136","泰国","33","保税监管场所进出境货物","4470468","个","1238","千克","323,247",
"202404","85414900","其他光敏半导体器件","136","泰国","34","海关特殊监管区域物流货物","40040823","个","8090","千克","7,394,655",
"202404","85414900","其他光敏半导体器件","136","泰国","39","其他","224689","个","53","千克","18,027",
"202404","85414900","其他光敏半导体器件","141","越南","10","一般贸易","11260","个","62","千克","30,218",
"202404","85414900","其他光敏半导体器件","141","越南","33","保税监管场所进出境货物","2","个","0","千克","198",
"202404","85414900","其他光敏半导体器件","142","中国","10","一般贸易","615444260","个","226877","千克","20,136,530",
"202404","85414900","其他光敏半导体器件","142","中国","14","来料加工贸易","6778393","个","1617","千克","477,213",
"202404","85414900","其他光敏半导体器件","142","中国","15","进料加工贸易","77691000","个","18111","千克","3,626,558",
"202404","85414900","其他光敏半导体器件","142","中国","33","保税监管场所进出境货物","9006741","个","2495","千克","394,753",
"202404","85414900","其他光敏半导体器件","142","中国","34","海关特殊监管区域物流货物","82418680","个","30293","千克","3,824,259",
"202404","85414900","其他光敏半导体器件","142","中国","35","海关特殊监管区域进口设备","6","个","0","千克","639",
"202404","85414900","其他光敏半导体器件","142","中国","39","其他","51314","个","34","千克","2,188",
"202404","85414900","其他光敏半导体器件","143","中国台湾","10","一般贸易","93331011","个","13562","千克","10,159,272",
"202404","85414900","其他光敏半导体器件","143","中国台湾","14","来料加工贸易","294406","个","36","千克","124,008",
"202404","85414900","其他光敏半导体器件","143","中国台湾","15","进料加工贸易","24646633","个","5089","千克","3,167,713",
"202404","85414900","其他光敏半导体器件","143","中国台湾","33","保税监管场所进出境货物","169700","个","52","千克","20,534",
"202404","85414900","其他光敏半导体器件","143","中国台湾","34","海关特殊监管区域物流货物","1146647","个","172","千克","1,616,914",
"202404","85414900","其他光敏半导体器件","143","中国台湾","39","其他","14701","个","0","千克","2,534",
"202404","85414900","其他光敏半导体器件","232","摩洛哥","15","进料加工贸易","2500","个","1","千克","125",
"202404","85414900","其他光敏半导体器件","302","丹麦","10","一般贸易","182","个","4","千克","2,239",
"202404","85414900","其他光敏半导体器件","303","英国","10","一般贸易","3218191","个","73","千克","188,473",
"202404","85414900","其他光敏半导体器件","303","英国","15","进料加工贸易","8967","个","0","千克","4,556",
"202404","85414900","其他光敏半导体器件","303","英国","34","海关特殊监管区域物流货物","507","个","1","千克","4,889",
"202404","85414900","其他光敏半导体器件","304","德国","10","一般贸易","124024","个","47","千克","544,174",
"202404","85414900","其他光敏半导体器件","304","德国","15","进料加工贸易","5170","个","6","千克","138,395",
"202404","85414900","其他光敏半导体器件","304","德国","33","保税监管场所进出境货物","9","个","0","千克","822",
"202404","85414900","其他光敏半导体器件","304","德国","34","海关特殊监管区域物流货物","24","个","1","千克","724",
"202404","85414900","其他光敏半导体器件","304","德国","39","其他","129","个","1","千克","3,232",
"202404","85414900","其他光敏半导体器件","305","法国","10","一般贸易","38357","个","36","千克","313,235",
"202404","85414900","其他光敏半导体器件","305","法国","15","进料加工贸易","5071","个","0","千克","34,929",
"202404","85414900","其他光敏半导体器件","305","法国","34","海关特殊监管区域物流货物","3","个","0","千克","311",
"202404","85414900","其他光敏半导体器件","306","爱尔兰","10","一般贸易","134","个","2","千克","42,210",
"202404","85414900","其他光敏半导体器件","307","意大利","10","一般贸易","3815","个","517","千克","61,061",
"202404","85414900","其他光敏半导体器件","307","意大利","34","海关特殊监管区域物流货物","2","个","0","千克","49",
"202404","85414900","其他光敏半导体器件","307","意大利","39","其他","19","个","5","千克","473",
"202404","85414900","其他光敏半导体器件","315","奥地利","33","保税监管场所进出境货物","1","个","1","千克","46",
"202404","85414900","其他光敏半导体器件","321","匈牙利","10","一般贸易","514","个","2","千克","222",
"202404","85414900","其他光敏半导体器件","321","匈牙利","15","进料加工贸易","5260","个","26","千克","16,899",
"202404","85414900","其他光敏半导体器件","321","匈牙利","34","海关特殊监管区域物流货物","1","个","0","千克","18",
"202404","85414900","其他光敏半导体器件","324","马耳他","10","一般贸易","5500","个","4","千克","693",
"202404","85414900","其他光敏半导体器件","326","挪威","15","进料加工贸易","489","个","0","千克","775",
"202404","85414900","其他光敏半导体器件","327","波兰","10","一般贸易","60","个","0","千克","84,172",
"202404","85414900","其他光敏半导体器件","327","波兰","34","海关特殊监管区域物流货物","90","个","3","千克","352",
"202404","85414900","其他光敏半导体器件","328","罗马尼亚","10","一般贸易","3000","个","0","千克","1,638",
"202404","85414900","其他光敏半导体器件","330","瑞典","15","进料加工贸易","557","个","0","千克","33,581",
"202404","85414900","其他光敏半导体器件","331","瑞士","10","一般贸易","1320372","个","11","千克","958,439",
"202404","85414900","其他光敏半导体器件","331","瑞士","15","进料加工贸易","1398130","个","17","千克","2,174,373",
"202404","85414900","其他光敏半导体器件","331","瑞士","33","保税监管场所进出境货物","3","个","0","千克","281",
"202404","85414900","其他光敏半导体器件","331","瑞士","39","其他","1318","个","0","千克","4,097",
"202404","85414900","其他光敏半导体器件","344","俄罗斯","10","一般贸易","578","个","0","千克","10,497",
"202404","85414900","其他光敏半导体器件","350","斯洛文尼亚","10","一般贸易","200","个","0","千克","3,066",
"202404","85414900","其他光敏半导体器件","352","捷克","10","一般贸易","301","个","8","千克","6,208",
"202404","85414900","其他光敏半导体器件","418","多米尼加
","34","海关特殊监管区域物流货物","85","个","16","千克","2,325",
"202404","85414900","其他光敏半导体器件","429","墨西哥","10","一般贸易","210445","个","1048","千克","494,360",
"202404","85414900","其他光敏半导体器件","429","墨西哥","14","来料加工贸易","500","个","0","千克","280",
"202404","85414900","其他光敏半导体器件","429","墨西哥","15","进料加工贸易","16879","个","42","千克","40,143",
"202404","85414900","其他光敏半导体器件","429","墨西哥","33","保税监管场所进出境货物","426","个","0","千克","608",
"202404","85414900","其他光敏半导体器件","429","墨西哥","34","海关特殊监管区域物流货物","2893","个","107","千克","17,848",
"202404","85414900","其他光敏半导体器件","501","加拿大","10","一般贸易","615","个","8","千克","30,369",
"202404","85414900","其他光敏半导体器件","501","加拿大","33","保税监管场所进出境货物","13","个","0","千克","3,982",
"202404","85414900","其他光敏半导体器件","501","加拿大","34","海关特殊监管区域物流货物","6","个","0","千克","1,706",
"202404","85414900","其他光敏半导体器件","501","加拿大","35","海关特殊监管区域进口设备","2","个","0","千克","1,654",
"202404","85414900","其他光敏半导体器件","502","美国","10","一般贸易","65233","个","80","千克","1,042,641",
"202404","85414900","其他光敏半导体器件","502","美国","14","来料加工贸易","8829409","个","44","千克","329,852",
"202404","85414900","其他光敏半导体器件","502","美国","15","进料加工贸易","1196883","个","141","千克","1,163,834",
"202404","85414900","其他光敏半导体器件","502","美国","33","保税监管场所进出境货物","528","个","0","千克","5,487",
"202404","85414900","其他光敏半导体器件","502","美国","34","海关特殊监管区域物流货物","17506","个","2","千克","1,384",
"202404","85414900","其他光敏半导体器件","502","美国","35","海关特殊监管区域进口设备","21","个","1","千克","7,362",
"202404","85414900","其他光敏半导体器件","502","美国","39","其他","80","个","3","千克","36,624",
"202405","85177950","光通信设备的激光收发模块","107","柬埔寨","10","一般贸易","0","千克","0","?","224",
"202405","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","2","千克","0","?","13,753",
"202405","85177950","光通信设备的激光收发模块","111","印度","33","保税监管场所进出境货物","5","千克","0","?","9,200",
"202405","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","0","千克","0","?","1,098",
"202405","85177950","光通信设备的激光收发模块","112","印度尼西亚","15","进料加工贸易","7","千克","0","?","13,869",
"202405","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","1681","千克","0","?","498,568",
"202405","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","120","千克","0","?","453,166",
"202405","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","9","千克","0","?","4,305",
"202405","85177950","光通信设备的激光收发模块","116","日本","33","保税监管场所进出境货物","1","千克","0","?","6,572",
"202405","85177950","光通信设备的激光收发模块","116","日本","39","其他","0","千克","0","?","3,016",
"202405","85177950","光通信设备的激光收发模块","120","黎巴嫩","10","一般贸易","84","千克","0","?","119,559",
"202405","85177950","光通信设备的激光收发模块","120","黎巴嫩","39","其他","2","千克","0","?","6,300",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","2840","千克","0","?","13,264,836",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","125","千克","0","?","126,535",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","33","保税监管场所进出境货物","901","千克","0","?","9,067,093",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","1875","千克","0","?","1,270,720",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","35","海关特殊监管区域进口设备","0","千克","0","?","4,884",
"202405","85177950","光通信设备的激光收发模块","122","马来西亚","39","其他","8","千克","0","?","15,953",
"202405","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","1063","千克","0","?","1,843,140",
"202405","85177950","光通信设备的激光收发模块","129","菲律宾","15","进料加工贸易","275","千克","0","?","104,574",
"202405","85177950","光通信设备的激光收发模块","129","菲律宾","33","保税监管场所进出境货物","0","千克","0","?","5,251",
"202405","85177950","光通信设备的激光收发模块","129","菲律宾","34","海关特殊监管区域物流货物","263","千克","0","?","613,813",
"202405","85177950","光通信设备的激光收发模块","129","菲律宾","35","海关特殊监管区域进口设备","0","千克","0","?","311",
"202405","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","1","千克","0","?","1,602",
"202405","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","1","千克","0","?","6,073",
"202405","85177950","光通信设备的激光收发模块","133","韩国","34","海关特殊监管区域物流货物","34","千克","0","?","40,204",
"202405","85177950","光通信设备的激光收发模块","133","韩国","39","其他","1","千克","0","?","1,658",
"202405","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","6177","千克","0","?","35,158,999",
"202405","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","183","千克","0","?","139,313",
"202405","85177950","光通信设备的激光收发模块","136","泰国","33","保税监管场所进出境货物","197","千克","0","?","1,970,170",
"202405","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","272","千克","0","?","2,204,178",
"202405","85177950","光通信设备的激光收发模块","136","泰国","39","其他","24","千克","0","?","52,589",
"202405","85177950","光通信设备的激光收发模块","141","越南","14","来料加工贸易","9","千克","0","?","9,114",
"202405","85177950","光通信设备的激光收发模块","142","中国","10","一般贸易","2913","千克","0","?","13,582,284",
"202405","85177950","光通信设备的激光收发模块","142","中国","14","来料加工贸易","2","千克","0","?","4,902",
"202405","85177950","光通信设备的激光收发模块","142","中国","15","进料加工贸易","699","千克","0","?","1,040,803",
"202405","85177950","光通信设备的激光收发模块","142","中国","33","保税监管场所进出境货物","317","千克","0","?","1,405,019",
"202405","85177950","光通信设备的激光收发模块","142","中国","34","海关特殊监管区域物流货物","435","千克","0","?","489,675",
"202405","85177950","光通信设备的激光收发模块","142","中国","35","海关特殊监管区域进口设备","0","千克","0","?","6,170",
"202405","85177950","光通信设备的激光收发模块","142","中国","39","其他","122","千克","0","?","56,732",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","460","千克","0","?","487,291",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","14","来料加工贸易","0","千克","0","?","54",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","246","千克","0","?","804,221",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","33","保税监管场所进出境货物","1","千克","0","?","39,852",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","34","海关特殊监管区域物流货物","225","千克","0","?","93,609",
"202405","85177950","光通信设备的激光收发模块","143","中国台湾","39","其他","5","千克","0","?","10,191",
"202405","85177950","光通信设备的激光收发模块","144","东帝汶","39","其他","0","千克","0","?","5,280",
"202405","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","1","千克","0","?","6,480",
"202405","85177950","光通信设备的激光收发模块","303","英国","34","海关特殊监管区域物流货物","1","千克","0","?","937",
"202405","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","38","千克","0","?","14,964",
"202405","85177950","光通信设备的激光收发模块","304","德国","14","来料加工贸易","54","千克","0","?","23,654",
"202405","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","0","千克","0","?","1,478",
"202405","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","0","千克","0","?","507",
"202405","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","0","千克","0","?","637",
"202405","85177950","光通信设备的激光收发模块","315","奥地利","39","其他","1","千克","0","?","395",
"202405","85177950","光通信设备的激光收发模块","327","波兰","10","一般贸易","3","千克","0","?","45,800",
"202405","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","6","千克","0","?","95,645",
"202405","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","8","千克","0","?","49,761",
"202405","85177950","光通信设备的激光收发模块","336","立陶宛","10","一般贸易","4","千克","0","?","630",
"202405","85177950","光通信设备的激光收发模块","353","斯洛伐克","10","一般贸易","6","千克","0","?","22,378",
"202405","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","18","千克","0","?","216,431",
"202405","85177950","光通信设备的激光收发模块","429","墨西哥","15","进料加工贸易","5","千克","0","?","17,141",
"202405","85177950","光通信设备的激光收发模块","501","加拿大","10","一般贸易","1","千克","0","?","81,321",
"202405","85177950","光通信设备的激光收发模块","501","加拿大","15","进料加工贸易","1","千克","0","?","421",
"202405","85177950","光通信设备的激光收发模块","502","美国","10","一般贸易","32","千克","0","?","162,583",
"202405","85177950","光通信设备的激光收发模块","502","美国","15","进料加工贸易","2","千克","0","?","1,834",
"202405","85177950","光通信设备的激光收发模块","502","美国","39","其他","3","千克","0","?","10,074",
"202405","85177950","光通信设备的激光收发模块","601","澳大利亚","10","一般贸易","6","千克","0","?","5,865",
"202405","85177990","品目85.17所列设备用其他零件","106","缅甸","10","一般贸易","268","千克","0","?","19,281",
"202405","85177990","品目85.17所列设备用其他零件","107","柬埔寨","10","一般贸易","33","千克","0","?","54,020",
"202405","85177990","品目85.17所列设备用其他零件","107","柬埔寨","15","进料加工贸易","34","千克","0","?","87,594",
"202405","85177990","品目85.17所列设备用其他零件","108","塞浦路斯","33","保税监管场所进出境货物","10","千克","0","?","312",
"202405","85177990","品目85.17所列设备用其他零件","110","中国香港","10","一般贸易","169","千克","0","?","6,893",
"202405","85177990","品目85.17所列设备用其他零件","110","中国香港","33","保税监管场所进出境货物","42","千克","0","?","1,180",
"202405","85177990","品目85.17所列设备用其他零件","110","中国香港","39","其他","22","千克","0","?","1,678",
"202405","85177990","品目85.17所列设备用其他零件","111","印度","10","一般贸易","1594","千克","0","?","57,928",
"202405","85177990","品目85.17所列设备用其他零件","111","印度","15","进料加工贸易","1359","千克","0","?","240,120",
"202405","85177990","品目85.17所列设备用其他零件","111","印度","33","保税监管场所进出境货物","3023","千克","0","?","1,180,153",
"202405","85177990","品目85.17所列设备用其他零件","111","印度","34","海关特殊监管区域物流货物","66089","千克","0","?","3,190,204",
"202405","85177990","品目85.17所列设备用其他零件","111","印度","39","其他","186","千克","0","?","103,506",
"202405","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","10","一般贸易","4","千克","0","?","13,636",
"202405","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","15","进料加工贸易","37","千克","0","?","3,049",
"202405","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","34","海关特殊监管区域物流货物","4","千克","0","?","317",
"202405","85177990","品目85.17所列设备用其他零件","115","以色列","10","一般贸易","294","千克","0","?","504,856",
"202405","85177990","品目85.17所列设备用其他零件","115","以色列","15","进料加工贸易","0","千克","0","?","42,413",
"202405","85177990","品目85.17所列设备用其他零件","115","以色列","33","保税监管场所进出境货物","0","千克","0","?","571",
"202405","85177990","品目85.17所列设备用其他零件","115","以色列","34","海关特殊监管区域物流货物","4","千克","0","?","22,770",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","10","一般贸易","4477","千克","0","?","10,431,559",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","14","来料加工贸易","122","千克","0","?","11,356",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","15","进料加工贸易","525","千克","0","?","2,541,770",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","33","保税监管场所进出境货物","338","千克","0","?","333,165",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","34","海关特殊监管区域物流货物","778","千克","0","?","1,158,427",
"202405","85177990","品目85.17所列设备用其他零件","116","日本","39","其他","81","千克","0","?","21,527",
"202405","85177990","品目85.17所列设备用其他零件","120","黎巴嫩","10","一般贸易","5","千克","0","?","42,019",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","10","一般贸易","6638","千克","0","?","6,039,234",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","14","来料加工贸易","83","千克","0","?","104,896",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","15","进料加工贸易","6634","千克","0","?","52,839,962",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","33","保税监管场所进出境货物","4986","千克","0","?","138,868",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","34","海关特殊监管区域物流货物","220","千克","0","?","263,456",
"202405","85177990","品目85.17所列设备用其他零件","122","马来西亚","39","其他","208","千克","0","?","104,579",
"202405","85177990","品目85.17所列设备用其他零件","129","菲律宾","10","一般贸易","1195","千克","0","?","1,695,822",
"202405","85177990","品目85.17所列设备用其他零件","129","菲律宾","15","进料加工贸易","1102","千克","0","?","213,827",
"202405","85177990","品目85.17所列设备用其他零件","129","菲律宾","33","保税监管场所进出境货物","77","千克","0","?","22,831",
"202405","85177990","品目85.17所列设备用其他零件","129","菲律宾","34","海关特殊监管区域物流货物","148","千克","0","?","488,818",
"202405","85177990","品目85.17所列设备用其他零件","130","卡塔尔","33","保税监管场所进出境货物","27","千克","0","?","36,727",
"202405","85177990","品目85.17所列设备用其他零件","132","新加坡","10","一般贸易","3024","千克","0","?","1,786,911",
"202405","85177990","品目85.17所列设备用其他零件","132","新加坡","15","进料加工贸易","423","千克","0","?","222,853",
