node_id,node_type,name_zh,name_en,definition,status,importance_class,importance_confidence,importance_basis,evidence_ids,as_of,notes
SN-EQC-03,equipment_category,光刻设备,Lithography Equipment,接触式/步进式光刻(III-V)及DUV扫描式光刻(硅光代工),proposed,unknown,unknown,,,2026-07-24,III-V与硅光对光刻精度需求档次不同、后续可拆分
SN-EQC-04,equipment_category,电子束/全息曝光设备,E-beam & Holographic Lithography Equipment,DFB光栅图形化专用曝光设备,proposed,enabling,hypothesis,光栅制作专用性强(假设),,2026-07-24,
SN-EQC-05,equipment_category,干法刻蚀设备,Dry Etch Equipment,ICP/RIE等干法刻蚀设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-06,equipment_category,薄膜沉积设备,Thin Film Deposition Equipment,PECVD/溅射/蒸发等介质与金属薄膜设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-07,equipment_category,离子注入设备,Ion Implantation Equipment,掺杂用离子注入设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-08,equipment_category,减薄与抛光设备,Grinding & Polishing Equipment,晶圆减薄、研磨与抛光设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-09,equipment_category,划片与解理设备,Dicing & Cleaving Equipment,晶圆划片、裂片与解理设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-10,equipment_category,端面镀膜设备,Facet Coating Equipment,电子束蒸发等端面AR/HR镀膜设备,proposed,enabling,hypothesis,激光器端面工艺专用性强(假设),,2026-07-24,
SN-EQC-11,equipment_category,晶圆与芯片测试系统,Wafer & Chip Test System,探针台与LIV/光谱测试系统,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-12,equipment_category,固晶设备,Die Bonder,共晶焊/高精度贴片固晶设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-13,equipment_category,倒装键合设备,Flip-chip Bonder,高精度倒装键合设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-14,equipment_category,引线键合设备,Wire Bonder,金丝/铝丝引线键合设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-15,equipment_category,耦合对准设备,Alignment & Coupling Equipment,多轴有源/无源耦合对准平台,proposed,bottleneck_candidate,hypothesis,耦合节拍决定组装产能、设备投资占比高(假设、待structure证据),,2026-07-24,
SN-EQC-16,equipment_category,光纤研磨与处理设备,Fiber Polishing & Processing Equipment,光纤阵列研磨、切割与端面处理设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-17,equipment_category,点胶设备,Dispensing Equipment,自动点胶设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-18,equipment_category,固化设备,Curing Equipment,UV/热固化设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-19,equipment_category,激光焊接设备,Laser Welding Equipment,气密封装缝焊/激光焊接设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-20,equipment_category,SMT产线设备,SMT Line Equipment,锡膏印刷、贴片与回流焊成套设备,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-21,equipment_category,老化测试系统,Burn-in System,老化炉/老化柜与配套负载板系统,proposed,enabling,hypothesis,老化时长与占地影响产能爬坡(假设),,2026-07-24,芯片级与模块级老化设备形态不同、本轮合并为一类、待细分
SN-EQC-22,equipment_category,温度循环试验箱,Temperature Cycling Chamber,温循与环境应力筛选试验箱,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-23,equipment_category,误码仪与采样示波器,BERT & Sampling Oscilloscope,高速误码测试仪与采样示波器,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-24,equipment_category,光谱分析仪,Optical Spectrum Analyzer,波长与光谱指标测试仪器,proposed,unknown,unknown,,,2026-07-24,
SN-EQC-25,equipment_category,相干光测试系统,Coherent Optical Test System,可调谐参考光源、光调制分析仪等相干测试仪器,proposed,enabling,hypothesis,相干测试仪器单价高、被视为400ZR测试成本重要构成(假设),,2026-07-24,仅400ZR相关
SN-EQC-26,equipment_category,自动光学检测设备,AOI Equipment,外观与装配缺陷自动光学检测设备,proposed,unknown,unknown,,,2026-07-24,
