edge_id,source_node_id,target_node_id,relation_type,route_scope,requiredness,evidence_ids,notes
SE-CLD-102,SN-PRC-201,SN-EQC-05,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-103,SN-PRC-202,SN-EQC-07,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-104,SN-PRC-203,SN-EQC-02,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-105,SN-PRC-204,SN-EQC-06,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-106,SN-PRC-205,SN-EQC-11,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-107,SN-PRC-206,SN-EQC-08,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-108,SN-PRC-206,SN-EQC-09,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-109,SN-PRC-301,SN-EQC-12,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-110,SN-PRC-302,SN-EQC-14,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-111,SN-PRC-303,SN-EQC-13,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-112,SN-PRC-304,SN-EQC-15,enabled_by,all,mandatory,,透镜等元件装配依赖对准平台;integrated_from=WP-CLAUDE
SE-CLD-113,SN-PRC-305,SN-EQC-15,enabled_by,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-114,SN-PRC-306,SN-EQC-16,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-115,SN-PRC-307,SN-EQC-12,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-116,SN-PRC-307,SN-EQC-15,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-117,SN-PRC-308,SN-EQC-19,enabled_by,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-118,SN-PRC-309,SN-EQC-11,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-119,SN-PRC-401,SN-EQC-20,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-120,SN-PRC-402,SN-EQC-12,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-121,SN-PRC-403,SN-EQC-14,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-122,SN-PRC-404A,SN-EQC-15,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-123,SN-PRC-404B,SN-EQC-12,enabled_by,all,unknown,,无源耦合依赖高精度贴装与机器视觉、设备归类待核;integrated_from=WP-CLAUDE
SE-CLD-124,SN-PRC-405,SN-EQC-17,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-125,SN-PRC-405,SN-EQC-18,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-126,SN-PRC-501,SN-EQC-23,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-127,SN-PRC-501,SN-EQC-25,enabled_by,SN-ROUTE-400ZR,route_specific,,相干校准需相干测试仪器;integrated_from=WP-CLAUDE
SE-CLD-128,SN-PRC-502,SN-EQC-21,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-129,SN-PRC-503,SN-EQC-22,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-130,SN-PRC-504,SN-EQC-23,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-131,SN-PRC-505,SN-EQC-24,enabled_by,SN-ROUTE-800G-2XFR4;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-132,SN-PRC-506,SN-EQC-25,enabled_by,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-133,SN-PRC-507,SN-EQC-26,enabled_by,all,unknown,,AOI是否全流程标配待核;integrated_from=WP-CLAUDE
SE-INT-001,SN-ROUTE-800G-DR8,SN-PRC-100,uses_process,SN-ROUTE-800G-DR8,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-002,SN-ROUTE-800G-DR8,SN-PRC-300,uses_process,SN-ROUTE-800G-DR8,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-003,SN-ROUTE-800G-DR8,SN-PRC-400,uses_process,SN-ROUTE-800G-DR8,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-004,SN-ROUTE-800G-DR8,SN-PRC-500,uses_process,SN-ROUTE-800G-DR8,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-005,SN-ROUTE-800G-2XFR4,SN-PRC-100,uses_process,SN-ROUTE-800G-2XFR4,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-006,SN-ROUTE-800G-2XFR4,SN-PRC-300,uses_process,SN-ROUTE-800G-2XFR4,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-007,SN-ROUTE-800G-2XFR4,SN-PRC-400,uses_process,SN-ROUTE-800G-2XFR4,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-008,SN-ROUTE-800G-2XFR4,SN-PRC-500,uses_process,SN-ROUTE-800G-2XFR4,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-009,SN-ROUTE-400ZR,SN-PRC-100,uses_process,SN-ROUTE-400ZR,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-010,SN-ROUTE-400ZR,SN-PRC-300,uses_process,SN-ROUTE-400ZR,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-011,SN-ROUTE-400ZR,SN-PRC-400,uses_process,SN-ROUTE-400ZR,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-012,SN-ROUTE-400ZR,SN-PRC-500,uses_process,SN-ROUTE-400ZR,mandatory,,Codex集成接口：路线连接共同制造阶段；structure证据待补
SE-INT-013,SN-ROUTE-800G-DR8,SN-PRC-200,uses_process,SN-ROUTE-800G-DR8,optional,,Codex集成接口：硅光PIC为可选实现路径，非路线定义必需
SE-INT-014,SN-ROUTE-400ZR,SN-PRC-200,uses_process,SN-ROUTE-400ZR,optional,,Codex集成接口：硅光PIC为可选实现路径，非路线定义必需
