edge_id,供方,需方,供方point_id,需方point_id,数值类型,数值,单位,占比或金额原文,财年,边等级,证据文件,锚点,验证状态,备注
E108,仕佳光子,Fibracem Teleinformática Ltda.,P013,,,,,2019；2018；2017:5.31%；9.29%；18.76%（占境外主营业务收入）(492.88；197.00；253.98万元),2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E109,仕佳光子,Furukawa Electric,P013,EXT,,,,2019:5.98%（占境外主营业务收入）(554.37万元),2019,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E110,仕佳光子,Intel(含其代工厂),P013,,,,,"2019:5.61%（占收入）；33.03%（占境外主营业务收入）(3,063.70万元)",2019,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-187；第八节境;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E111,仕佳光子,KUMPULAN ABEX SDN BHD,P013,,,,,2018:6.61%（占境外主营业务收入）(140.32万元),2018,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E112,仕佳光子,Out Line S.r.l.,P013,,,,,2017:4.13%（占境外主营业务收入）(55.89万元),2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E113,仕佳光子,PRIME WORLD INTERNATIONAL HOLDINGS LTD.,P013,,,,,2019:5.87%（占境外主营业务收入）(544.22万元),2019,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E114,仕佳光子,SHARPNFLAT INC,P013,,,,,2019:9.54%（占境外主营业务收入）(885.27万元),2019,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E115,仕佳光子,东莞福可喜玛通讯科技有限公司,P013,,,,,"2025:(160,592.93元)|2025:(96,407.07元)",2025,实边,仕佳光子2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225122538.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E116,仕佳光子,中国科学院半导体研究所,P013,,,,,"2023:(1,747,746.32元)/2024:(1,243,246.91元)/2025:(1,798,332.74元)",2023-2025,实边,仕佳光子2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-04-18/1225122538.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E117,仕佳光子,中天科技(含关联方),P013,EXT,,,,"2017:3.92%(1,879.06万元)",2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E118,仕佳光子,中航光电(含关联方),P013,EXT,,,,"2019；2018；2017:9.28%；17.94%；13.65%(5,067.15；9,290.27；6,537.12万元)",2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-187至188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E119,仕佳光子,亨通光电(含关联方),P013,EXT,,,,"2018:2.85%(1,475.11万元)",2018,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E120,仕佳光子,常州太平通讯科技有限公司,P013,,,,,"2018；2017:6.86%；9.61%(3,552.13；4,602.30万元)",2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E121,仕佳光子,德国罗森博格通讯有限公司,P013,,,,,2018:5.64%（占境外主营业务收入）(119.69万元),2018,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E122,仕佳光子,"武汉昱升光电(原昱升光器件,同主体待补工商锚)",P013,,,,,"2023:(179,539.82元)/2024:(2,132,371.68元)",2023-2024,实边,仕佳光子2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-04-19/1223157242.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);两名称同主体假设待补工商锚(entity-registry#4)|多期打包待展开
E123,仕佳光子,武汉灿光光电有限公司,P013,,金额,2713342.25,元,"2024:(2,713,342.25元)",2024,实边,仕佳光子2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-04-19/1223157242.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)
E124,仕佳光子,汇聚科技（惠州）有限公司,P013,,,,,"2018；2017:2.94%；3.43%(1,520.41；1,643.59万元)",2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01);修复F03:恢复原文法定全称|多期打包待展开
E125,仕佳光子,波若威光纤通讯有限公司,P013,,,,,"2019:5.16%(2,819.26万元)",2019,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-187至188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E126,仕佳光子,泰科电子(含关联方),P013,,,,,"2019；2018:4.14%；3.40%(2,260.82；1,761.43万元)",2019；2018,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E127,仕佳光子,郑州仕佳通信科技有限公司,P013,,,,,2018；2017:0.19%；1.02%（占营业收入）(97.35；489.16万元),2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/七/（二）关联交易，1-1-247;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E128,仕佳光子,金信诺及其关联方轨道信号系统科技有限公司、赣州金信诺电缆技术有限公司、金信诺光纤光缆有限公司、东莞金信诺电子有限公司）,P013,EXT,,,,"2017:4.14%(1,980.31万元)",2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/四/（二）主要客户，1-1-188;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E129,仕佳光子,香港新南利,P013,,,,,2018；2017:14.36%；21.85%（占境外主营业务收入）(304.63；295.74万元),2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第八节/九/（一）境外销售主要客户，1-1-310;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E130,成都中住光纤有限公司,仕佳光子,P029,P013,,,,"2019；2018；2017:3.12%；5.32%；6.56%(1,033.08；1,837.11；2,179.73万元)",2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）主要供应商，1-1-194;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E131,杜邦(含关联方),仕佳光子,P034,P013,,,,"2019；2018；2017:7.67%；5.08%；5.02%(2,539.41；1,755.92；1,667.39万元)",2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）主要供应商，1-1-194;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E132,"武汉昱升光电(原昱升光器件,同主体待补工商锚)",仕佳光子,,P013,,,,"2023:(28,067.46元)/2024:(14,470.12元)",2023-2024,实边,仕佳光子2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-04-19/1223157242.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);两名称同主体假设待补工商锚(entity-registry#4)|多期打包待展开
E133,武汉灿光光电有限公司,仕佳光子,,P013,金额,183819.82,元,"2024:(183,819.82元)",2024,实边,仕佳光子2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-04-19/1223157242.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)
E134,洛阳中超新材料股份有限公司,仕佳光子,P047,P013,,,,"2019；2018；2017:4.42%；4.40%；4.57%(1,463.56；1,521.25；1,516.87万元)",2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）主要供应商，1-1-194;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E135,长飞光纤(合并),仕佳光子,EXT,P013,,,,"2019；2018；2017:8.84%；7.36%；8.39%(2,928.11；2,541.74；2,788.87万元)",2019；2018；2017,实边,仕佳光子招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202006/000355_20200612_QODM.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）主要供应商，1-1-194;单位继承自原始抽取unit字段(修复轮F01);scope=集团(披露合并口径)|多期打包待展开
E136,剑桥科技,HTI,EXT,EXT,,,,"2025:20.13%(97,071.67(万元))",2025,实边,剑桥科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-31/1225053610.PDF,v1.6r终验(单位感知重装),"v1.6r;(7)主要销售客户及主要供应商情况/A.公司主要销售;单位继承自原始抽取unit字段(修复轮F01);仅披露缩写,不做身份推断|多期打包待展开"
E137,华工科技,武汉云岭光电有限公司,EXT,P036,,,,"2023:(1,454,880.73元)|2023:(9,434,516.80元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳; 十四、关联方及关联交易/(2)关联租赁情况-本公司作;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E138,华工科技,武汉云岭光电股份有限公司,EXT,P037,,,,"2024:(210,350.33元)|2024:(8,535,982.26元)/2025:(445,168.76元)",2024-2025,实边,华工科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-26/1225031509.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(2)出售商品/提供劳务情况; 十四、关联方及关联交易/2.关联租赁情况-本公司作为;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E139,华工科技,武汉正源高理光学有限公司,EXT,,,,,"2023:(8,262,436.37元)|2023:(740,340.00元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳; 十四、关联方及关联交易/(2)关联租赁情况-本公司作;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E140,华工科技,湖北瑞创信达光电有限公司,EXT,,,,,"2023:(10,284,286.17元)|2023:(365,430.75元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳; 十四、关联方及关联交易/(2)关联租赁情况-本公司作;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E141,武汉云岭光电有限公司,华工科技,P036,EXT,金额,66327164.91,元,"2023:(66,327,164.91元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳;单位继承自原始抽取unit字段(修复轮F01)
E142,武汉云岭光电股份有限公司,华工科技,P037,EXT,,,,"2024:(66,676,408.44元)/2025:(116,226,835.83元)|2025:(4,494,889.06元)",2024-2025,实边,华工科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-26/1225031509.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)采购商品/接受劳务情况; 十四、关联方及关联交易/2.关联租赁情况-本公司作为;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E143,武汉正源高理光学有限公司,华工科技,,EXT,金额,6147658.93,元,"2023:(6,147,658.93元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳;单位继承自原始抽取unit字段(修复轮F01)
E144,湖北瑞创信达光电有限公司,华工科技,,EXT,金额,5880640.31,元,"2023:(5,880,640.31元)",2023,实边,华工科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428932.PDF,v1.6r终验(单位感知重装),v1.6r;十四、关联方及关联交易/(1)购销商品、提供和接受劳;单位继承自原始抽取unit字段(修复轮F01)
E145,Broadex Technologies UK Limited,博创科技,,,,,,"2024:(2,120,746.48元)/2025:(7,427,291.56元)",2024-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告/关联交易/采购商品/接受劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E146,Kaiam Corporation,博创科技,,,,,,"2023:100.00%(10,765,805.50元)/2024:100.00%(10,926,471.01元)/2025:100.00%(10,588,876.72元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),"v1.6r;财务报告/应收账款/按单项计提坏账准备 p123; 财务报告/应收账款/按单项计提坏账准备 p129; 财务报告/应收账;单位继承自原始抽取unit字段(修复轮F01);坏账核销对象,关系|多期打包待展开|原等级:程序段落泄漏"
E147,博创科技,Broadex Technologies UK Limited,,,,,,"2024:(1,384,800.81元)/2025:(3,433,736.07元)",2024-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p16; 财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E148,博创科技,Cloud Light Technology Limited,,,金额,64305.08,元,"2023:(64,305.08元)",2023,实边,博创科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-23/1219390323.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)
E149,博创科技,上海诺基亚贝尔股份有限公司,,EXT,,,,"2023:(1,332.00元)/2024:(1,406,286.00元)/2025:(4,471.20元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E150,博创科技,中盈优创资讯科技有限公司,,EXT,金额,5333.74,元,"2023:(5,333.74元)",2023,实边,博创科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-23/1219390323.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)
E151,博创科技,四川光恒通信技术有限公司,,,,,,"2023:(1,507,061.94元)/2024:(129,203.20元)/2025:(23,587.36元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p16; 财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E152,博创科技,四川飞普科技有限公司,,,金额,1343354.01,元,"2025:(1,343,354.01元)",2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)
E153,博创科技,武汉长飞智慧网络技术有限公司,,EXT,,,,"2023:(19,336.28元)/2024:(645,949.00元)/2025:(125,745.37元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p16; 财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E154,博创科技,长飞光纤(合并),,EXT,,,,"2023:8.49%(142,218,614.23元)|2023:(140,357,809.20元)/2024:3.09%(54,029,035.49元)",2023-2024,实边,博创科技2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-03-28/1222925704.PDF,v1.6r终验(单位感知重装),v1.6r;主要销售客户和主要供应商情况/公司前5大客户资料 p; 财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01);scope=集团(披露合并口径|多期打包待展开
E155,博创科技,长飞光纤光缆股份有限公司(单体),,EXT,,,,"2024:(52,489,205.92元)/2025:(63,078,670.80元)",2024-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/出售商品/提供劳务情况表 p16; 财务报告/关联交易/出售商品/提供劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01);scope=法人单体|多期打包待展开
E156,四川乐飞光电科技有限公司,博创科技,,,,,,"2023:(2,059,330.26元)/2024:(410,084.11元)/2025:(1,328,439.45元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交; 财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E157,四川光恒通信技术有限公司,博创科技,,,,,,"2023:(1,013,380.25元)/2024:(3,084,376.43元)/2025:(509,312.47元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交; 财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E158,四川飞普科技有限公司,博创科技,,,,,,"2023:(853,594.42元)/2024:(1,089,413.08元)/2025:(559,656.70元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交; 财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E159,成都八九九科技有限公司,博创科技,,,金额,19587.42,元,"2023:(19,587.42元)",2023,实边,博创科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-23/1219390323.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01)
E160,普利技术潜江有限公司,博创科技,,,金额,6211.32,元,"2025:(6,211.32元)",2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/采购商品/接受劳务情况表 p16;单位继承自原始抽取unit字段(修复轮F01)
E161,"武汉昱升光电(原昱升光器件,同主体待补工商锚)",博创科技,,,金额,3155975.41,元,"2023:(3,155,975.41元)",2023,实边,博创科技2023年年度报告,https://static.cninfo.com.cn/finalpage/2024-03-23/1219390323.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);两名称同主体假设待补工商锚(entity-registry#4)
E162,武汉长飞智慧网络技术有限公司,博创科技,EXT,,,,,"2023:(200,774.50元)/2024:(1,194,309.91元)/2025:(2,049,683.80元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/购销商品、提供和接受劳务的关联交; 财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E163,长飞光纤(合并),博创科技,EXT,,,,,"2023:8.51%(86,764,625.66元)|2023:(78,368,976.98元)/2024:11.63%(133,479,070.60元)/2025:21.04%(272,921,201.42元)",2023-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;主要销售客户和主要供应商情况/公司前5名供应商资料 ; 财务报告/关联交易/购销商品、提供和接受劳务的关联交;单位继承自原始抽取unit字段(修复轮F01);scope=集团(披露合并口径|多期打包待展开
E164,长飞光纤光缆股份有限公司(单体),博创科技,EXT,,,,,"2024:(129,239,477.93元)|2024:(884.96元)/2025:(237,429,733.94元)|2025:(4,235,212.39元)",2024-2025,实边,博创科技2025年年度报告,https://static.cninfo.com.cn/finalpage/2026-03-28/1225045047.PDF,v1.6r终验(单位感知重装),v1.6r;财务报告/关联交易/采购商品/接受劳务情况表 p16; 财务报告/关联交易/采购商品/接受劳务情况表 p17;单位继承自原始抽取unit字段(修复轮F01);scope=法人单体|多期打包待展开
E165,太辰光,Corning Incorporated,P026,EXT,,,,"2024:70.10%(965,808,265.22元)",2024,实边,太辰光2024年年度报告,https://static.cninfo.com.cn/finalpage/2025-03-29/1222945632.PDF,v1.6r终验(单位感知重装),v1.6r;(8)主要销售客户和主要供应商情况/公司前5大客户资;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E166,上海函泰电子科技有限公司,源杰科技,P006,P052,,,,2020:5.89%(113.33万元),2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E167,北京康特睿科光电科技有限公司,源杰科技,P017,P052,,,,2020；2019:3.11%；8.15%(50.90；72.81万元),2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147至14;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E168,北京通美晶体,源杰科技,P018,P052,,,,2022H1；2021；2020:16.31%；18.40%；7.07%(243.19；484.23；136.11万元),2022H1；2021；2020,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E169,咸阳华汉光电密封制品有限公司,源杰科技,,P052,,,,2022H1；2021；2020；2019:1.06%；1.03%；0.94%；1.37%（占营业成本）(46.96；83.34；69.72；61.11万元),2022H1；2021；2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第七节/十/（二）经常性关联交易，1-1-193至1;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E170,大阳日酸特殊气体有限公司,源杰科技,P022,P052,,,,2019:6.28%(126.01万元),2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E171,广东瑞谷光网通信股份有限公司,源杰科技,P027,P052,,,,2020；2019:8.34%；37.28%(136.74；332.97万元),2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（三）委托加工业务，1-1-147至14;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
E172,有研亿金新材料有限公司,源杰科技,P032,P052,,,,2022H1；2021；2020；2019:13.04%；7.54%；7.91%；6.98%(194.43；198.38；152.20；140.13万元),2022H1；2021；2020；2019,实边,源杰科技招股说明书(注册稿),https://static.sse.com.cn/stock/disclosure/announcement/c/202209/001097_20220922_8GWE.pdf,v1.6r终验(单位感知重装),v1.6r;第六节/五/（二）前五大供应商，1-1-146;单位继承自原始抽取unit字段(修复轮F01)|多期打包待展开
