row_id,公司,cell_id,期间,出货量,单位,推导式,收入输入,收入锚,ASP输入,ASP锚,海关上限检,海关锚,产能天顶检,产能锚,证据等级,情景标记,校准实际值,误差,校准日期,检索日期
SE056,意华股份,B2,2024年度,3726893.686,千只,"FY2024年报产销量表本期列直接披露(连接器:销3,726,893.686千只/产3,781,727.897千只/存1,382,025.740千只);与2025年报上年列双源对位一致","2,464,381,267.00元(意华股份2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-25/1223268069.PDF,隐含混合ASP≈661.2元/只(2024量价同表口径),同收入锚,-,-,"产销率98.55%复算(销3726893.686千只/产3781727.897千只),通过",同收入锚,B,base,,,,2026-08-15
SE057,阿石创,M3,2024年度,2552513.14,千克,"FY2024年报产销量表本期列直接披露(溅射靶材:销2,552,513.14 KG/产2,567,283.73 KG/存105,667.89 KG);与2025年报上年列双源对位一致","570,582,223.35元(阿石创2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-28/1223323248.PDF,隐含混合ASP≈223.5元/件(2024量价同表口径),同收入锚,-,-,"产销率99.42%复算(销2552513.14千克/产2567283.73千克),通过",同收入锚,B,base,,,,2026-08-15
SE058,凯格精机,EQ3,2024年度,6056,台,"FY2024年报产销量表本期列直接披露(专用设备制造业:销6,056台/产6,642台/存4,274台);与2025年报上年列双源对位一致","856,602,024.45元(凯格精机2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223300271.PDF,隐含混合ASP≈1.414e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率91.18%复算(销6056台/产6642台),通过",同收入锚,B,base,,,,2026-08-15
SE059,矽电股份,EQ6/EQ7聚合,2024年度,1663,台,"FY2024年报产销量表本期列直接披露(专用设备制造业:销1,663台/产1,784台/存141台);与2025年报上年列双源对位一致","507,810,820.98元(矽电股份2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-29/1223359143.PDF,隐含混合ASP≈3.054e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率93.22%复算(销1663台/产1784台),通过",同收入锚,B,base,,,,2026-08-15
SE060,快克智能,EQ6,2024年度,521,台/套,FY2024年报产销量表本期列直接披露(机器视觉制程设备:销521台/套(同比反算)/产590台/套(同比反算)/存271台/套(同比反算));与2025年报上年列双源对位一致,"137,416,587.54元(快克智能2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-29/1223403806.pdf,隐含混合ASP≈2.638e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率88.31%复算(销521台/套/产590台/套),通过",同收入锚,B,base,,,,2026-08-15
SE061,博敏电子,B1,2024年度,255.497103,万平方米,"FY2024年报产销量表本期列直接披露(印制电路板:销2,554,971.03平方米(同比反算)/产2,721,690.72平方米(同比反算)/存192,575.77平方米(同比反算));与2025年报上年列双源对位一致","2,420,636,095.24元(博敏电子2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223322160.PDF,隐含混合ASP≈947.4元/件(2024量价同表口径),同收入锚,-,-,"产销率93.87%复算(销255.497103万平方米/产272.169072万平方米),通过",同收入锚,B,base,,,,2026-08-15
SE062,芯源微,EQ2,2024年度,309,台/套,"FY2024年报产销量表本期列直接披露(电子工艺装备(2024年报产销表分三行聚合,收入表行名""半导体设备行业""):销309台/套(169+138+2聚合)/产362台/套(193+161+8聚合)/存141台/套(67+66+8聚合));与2025年报上年列双源对位一致","1,709,542,532.71元(芯源微2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223330378.PDF,隐含混合ASP≈5.533e+06元/件(2024量价同表口径),同收入锚,-,-,"产销率85.36%复算(销309台/套/产362台/套),通过",同收入锚,B,base,,,,2026-08-15
SE063,拓荆科技,EQ5,2024年度,188,台,FY2024年报产销量表本期列直接披露(半导体专用设备:销188台(同比反算)/产342台(同比反算)/存325台(同比反算));与2025年报上年列双源对位一致,"3,958,393,060.11元(拓荆科技2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-25/1223286833.PDF,隐含混合ASP≈2.106e+07元/件(2024量价同表口径),同收入锚,-,-,"产销率54.97%复算(销188台/产342台),通过",同收入锚,B,base,,,,2026-08-15
SE064,博众精工,EQ3,2024年度,21367,台,"FY2024年报产销量表本期列直接披露(自动化设备:销21,367台(同比反算)/产22,487台(同比反算)/存10,687台(同比反算));与2025年报上年列双源对位一致;注:2025年报上年列反算毛利率33.47%与此差0.26pp系年报四舍五入)","427,335.55万元(博众精工2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223328775.PDF,隐含混合ASP≈2e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率95.02%复算(销21367台/产22487台),通过",同收入锚,B,base,,,,2026-08-15
SE065,沪硅产业,M1,2024年度,505.18,万片,FY2024年报产销量表本期列直接披露(300mm半导体硅片:销505.18万片(同比反算)/产474.86万片(同比反算)/存56.66万片(同比反算));与2025年报上年列双源对位一致,"210,585.63万元(沪硅产业2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-24/1223237698.PDF,隐含混合ASP≈416.9元/件(2024量价同表口径),同收入锚,-,-,"产销率106.39%复算(销505.18万片/产474.86万片),通过",同收入锚,B,base,,,,2026-08-15
SE066,炬光科技,D7/D9聚合,2024年度,73.4843,万件,"FY2024年报产销量表本期列直接披露(半导体激光元器件和原材料:销734,843件(同比反算)/产1,028,167件(同比反算)/存676,510件(同比反算));与2025年报上年列双源对位一致","149,998,860.84元(炬光科技2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223328399.PDF,隐含混合ASP≈204.1元/件(2024量价同表口径),同收入锚,-,-,"产销率71.47%复算(销73.4843万件/产102.8167万件),通过",同收入锚,B,base,,,,2026-08-15
SE067,燕东微,C4,2024年度,109.64,万片,"FY2024年报产销量表本期列直接披露(制造与服务(晶圆代工):销109.64万片(同比反算)/产123.57万片(同比反算)/存17.56万片(同比反算));与2025年报上年列双源对位一致;口径注记:2025年报产销表行名""制造服务(晶圆代工)"",FY2024年报产销表行名""制造与服务""","748,318,319.75元(燕东微2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-26/1223323327.PDF,隐含混合ASP≈682.5元/件(2024量价同表口径),同收入锚,-,-,"产销率88.73%复算(销109.64万片/产123.57万片),通过",同收入锚,B,base,,,,2026-08-15
SE068,普源精电,EQ7,2024年度,126379,台,"FY2024年报产销量表本期列直接披露(电子测试测量仪器:销126,379台(同比反算)/产121,082台(同比反算)/存15,879台(同比反算));与2025年报上年列双源对位一致","633,846,329.67元(普源精电2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-01/1222972886.PDF,隐含混合ASP≈5015元/件(2024量价同表口径),同收入锚,-,-,"产销率104.37%复算(销126379台/产121082台),通过",同收入锚,B,base,,,,2026-08-15
SE069,新益昌,EQ3,2024年度,3012,台,"FY2024年报产销量表本期列直接披露(固晶机:销3,012台(同比反算)/产3,769台(同比反算)/存2,834台(同比反算));与2025年报上年列双源对位一致","731,047,230.12元(新益昌2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-29/1223388335.PDF,隐含混合ASP≈2.427e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率79.92%复算(销3012台/产3769台),通过",同收入锚,B,base,,,,2026-08-15
SE070,奥特维,EQ6,2024年度,60,台,FY2024年报产销量表本期列直接披露(半导体设备(2024年报产销表行名:键合机/AOI设备):销60台(同比反算)/产166台(同比反算)/存4台(同比反算));与2025年报上年列双源对位一致,"46,053,515.58元(奥特维2024年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2025-04-22/1223196083.PDF,隐含混合ASP≈7.676e+05元/件(2024量价同表口径),同收入锚,-,-,"产销率36.14%复算(销60台/产166台),通过",同收入锚,B,base,,,,2026-08-15
SE071,长光华芯,C1/C2聚合,2024年度,73.5416,万颗,"2024值系2025年报表内同比+215.17%反算(≈735,416颗(同比反算));VCSEL及光通讯芯片系列系2025年报新增单列,FY2024年报产销量表无此行,无直接披露绝对值;锚=披露该同比的2025年报",-,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,-,-,-,-,-,-,C,base,,,,2026-08-15
SE072,斯瑞新材,B2,2024年度,124.51,万件,"2024值系2025年报表内同比+164.00%反算(≈124.51万件(同比反算));光模块芯片基座/壳体在FY2024年报未单列,无直接披露绝对值;锚=披露该同比的2025年报",-,https://static.cninfo.com.cn/finalpage/2026-04-28/1225214766.PDF,-,-,-,-,-,-,C,base,,,,2026-08-15
SE073,三安光电,C1/C2/C3,2024年度,443.62,KK,"2025年报问询函回复分产品产销表2024年度行直接披露(光技术:销443.62KK/产485.73KK/存117.95KK,产销率91.33%复算吻合);与2025年报集成电路KK行加总对账吻合","10,889.36万元(光技术,问询函2024年度行)",https://static.cninfo.com.cn/finalpage/2026-08-10/1225465355.PDF,"隐含混合ASP≈0.245元/只(光技术聚合,2024量价同表)",同收入锚,-,-,"产销率91.33%复算(销443.62KK/产485.73KK),通过",同收入锚,B,base,,,,2026-08-15
SE074,中际旭创,MOD1,2023年度,746,万只,FY2024年报产销量表上年列直接披露(光通信模块:2023销746万只/产681万只/存177万只);同比列复算吻合,-,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,-,-,-,-,"产销率109.54%复算(销746万只/产681万只),通过",同收入锚,B,base,,,,2026-08-15
SE075,新易盛,MOD1,2023年度,603,万只,FY2024年报产销量表上年列直接披露(光通信设备行业(2025年报口径:光互联产品):2023销603万只/产579万只/存37万只);同比列复算吻合,-,https://static.cninfo.com.cn/finalpage/2025-04-23/1223219348.PDF,-,-,-,-,"产销率104.15%复算(销603万只/产579万只),通过",同收入锚,B,base,,,,2026-08-15
SE076,天孚通信,D系聚合,2023年度,18125.49,万个,"FY2024年报产销量表上年列直接披露(光通信元器件:2023销18,125.49万个/产29,082.40万个/存10,602.07万个);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,-,-,-,-,"产销率62.32%复算(销18125.49万个/产29082.4万个),通过",同收入锚,B,base,,,,2026-08-15
SE077,长芯博创,MOD1,2023年度,978.79,万件,FY2024年报产销量表上年列直接披露(数据通信、消费及工业互联市场:2023销978.79万件/产975.11万件/存210.70万件);同比列复算吻合,-,https://static.cninfo.com.cn/finalpage/2025-03-28/1222925704.PDF,-,-,-,-,"产销率100.38%复算(销978.79万件/产975.11万件),通过",同收入锚,B,base,,,,2026-08-15
SE078,长芯博创,MOD3,2023年度,862.98,万件,FY2024年报产销量表上年列直接披露(电信市场:2023销862.98万件/产872.97万件/存33.32万件);同比列复算吻合,-,https://static.cninfo.com.cn/finalpage/2025-03-28/1222925704.PDF,-,-,-,-,"产销率98.86%复算(销862.98万件/产872.97万件),通过",同收入锚,B,base,,,,2026-08-15
SE079,太辰光,D8/D9/D10聚合,2023年度,14467.74,万个,"FY2024年报产销量表上年列直接披露(光通信光器件产品(2025年报口径:光器件):2023销14,467.74万个/产17,490.09万个/存7,260.05万个);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-03-29/1222945632.PDF,-,-,-,-,"产销率82.72%复算(销14467.74万个/产17490.09万个),通过",同收入锚,B,base,,,,2026-08-15
SE080,光库科技,D6/D7/D8/D9/C6聚合,2023年度,186.5559,万件,"FY2024年报产销量表上年列直接披露(光通讯器件:2023销1,865,559件/产1,831,105件/存121,004件);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-03-29/1222950505.PDF,-,-,-,-,"产销率101.88%复算(销186.5559万件/产183.1105万件),通过",同收入锚,B,base,,,,2026-08-15
SE081,联特科技,MOD系聚合,2023年度,248,万只,FY2024年报产销量表上年列直接披露(光通信行业(2025年报口径:光模块及受托加工光模块业务):2023销248万只/产264万只/存35万只);同比列复算吻合,-,https://static.cninfo.com.cn/finalpage/2025-04-23/1223218412.PDF,-,-,-,-,"产销率93.94%复算(销248万只/产264万只),通过",同收入锚,B,base,,,,2026-08-15
SE082,阿莱德,B2,2023年度,11064.3682,万件,"FY2024年报产销量表上年列直接披露(通信设备零部件:2023销110,643,682 PCS/产103,202,023 PCS/存7,140,091 PCS);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-21/1223141674.PDF,-,-,-,-,"产销率107.21%复算(销11064.3682万件/产10320.2023万件),通过",同收入锚,B,base,,,,2026-08-15
SE083,光迅科技,C1/C2/C3/C4/D3/D8/MOD1/MOD3/C6聚合,2023年度,16874.53,万只,"FY2024年报产销量表上年列直接披露(通讯设备制造业:2023销16,874.53万只/产16,593.68万只/存2,565.09万只);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,-,-,-,-,"产销率101.69%复算(销16874.53万只/产16593.68万只),通过",同收入锚,B,base,,,,2026-08-15
SE084,福晶科技,行业聚合(D7在册),2023年度,2729756,片/个,"FY2024年报产销量表上年列直接披露(光电子行业:2023销2,729,756.00片/个/产2,343,790.00片/个/存1,862,928.00片/个);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-29/1223360523.PDF,-,-,-,-,"产销率116.47%复算(销2729756片/个/产2343790片/个),通过",同收入锚,B,base,,,,2026-08-15
SE085,意华股份,B2,2023年度,2914925.956,千只,"FY2024年报产销量表上年列直接披露(连接器:2023销2,914,925.956千只/产2,933,006.635千只/存1,327,191.529千只);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-25/1223268069.PDF,-,-,-,-,"产销率99.38%复算(销2914925.956千只/产2933006.635千只),通过",同收入锚,B,base,,,,2026-08-15
SE086,阿石创,M3,2023年度,1595433.36,千克,"FY2024年报产销量表上年列直接披露(溅射靶材:2023销1,595,433.36 KG/产1,636,494.27 KG/存90,897.30 KG);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-28/1223323248.PDF,-,-,-,-,"产销率97.49%复算(销1595433.36千克/产1636494.27千克),通过",同收入锚,B,base,,,,2026-08-15
SE087,凯格精机,EQ3,2023年度,5191,台,"FY2024年报产销量表上年列直接披露(专用设备制造业:2023销5,191台/产6,451台/存3,688台);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-26/1223300271.PDF,-,-,-,-,"产销率80.47%复算(销5191台/产6451台),通过",同收入锚,B,base,,,,2026-08-15
SE088,矽电股份,EQ6/EQ7聚合,2023年度,1714,台,"FY2024年报产销量表上年列直接披露(专用设备制造业:2023销1,714台/产1,693台/存199台);同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-29/1223359143.PDF,-,-,-,-,"产销率101.24%复算(销1714台/产1693台),通过",同收入锚,B,base,,,,2026-08-15
SE089,芯源微,EQ2,2023年度,346,台/套,"FY2024年报产销量表上年列直接披露(电子工艺装备(2024年报产销表分三行聚合,收入表行名""半导体设备行业""):2023销346台/套(各行同比反算加总)/产281台/套(其他设备无上年基数""/""未计入)/存88台/套(43+43+2));同比列复算吻合",-,https://static.cninfo.com.cn/finalpage/2025-04-26/1223330378.PDF,-,-,-,-,"产销率123.13%复算(销346台/套/产281台/套),通过",同收入锚,B,base,,,,2026-08-15
SE090,仕佳光子,C1/D1/D8/D9聚合,2023年度,6018.75,万只,"FY2023年报产销量表本期列直接披露(光芯片及器件(2023产销量表同名):销6,018.75万只/产5,781.75万只(另有自用量468.08万只)/存1,933.39万只);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","360,625,492.20元(仕佳光子2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-13/1219597640.PDF,-,-,-,-,"产销率104.10%复算(销6018.75万只/产5781.75万只),通过",同收入锚,B,base,,,,2026-08-15
SE091,德科立,MOD1/MOD2/MOD3/C6聚合,2023年度,1702532,支/套,"FY2023年报产销量表本期列直接披露(传输类(2023产销量表同名):销1,702,532支/套/产1,670,195支/套/存145,768支/套);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","742,058,406.52元(德科立2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-26/1219838253.PDF,-,-,-,-,"产销率101.94%复算(销1702532支/套/产1670195支/套),通过",同收入锚,B,base,,,,2026-08-15
SE092,剑桥科技,MOD1,2023年度,58.7044,万支,"FY2023年报产销量表本期列直接披露(高速光模块(2023产销量表同名):销587,044支/产703,727支/存213,517支);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","446,679,766.90元(剑桥科技2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-03-19/1219330244.PDF,-,-,-,-,"产销率83.42%复算(销58.7044万支/产70.3727万支),通过",同收入锚,B,base,,,,2026-08-15
SE093,蓝特光学,D7,2023年度,3004.86,万件,"FY2023年报产销量表本期列直接披露(光学棱镜(2023产销量表同名):销30,048,600.00件/产34,833,411.00件/存11,605,612.00件);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","411,246,674.06元(蓝特光学2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-25/1219802484.PDF,-,-,-,-,"产销率86.26%复算(销3004.86万件/产3483.3411万件),通过",同收入锚,B,base,,,,2026-08-15
SE094,腾景科技,D7/D11聚合,2023年度,4697.273202,万件,"FY2023年报产销量表本期列直接披露(精密光学元组件(2023产销量表同名):销46,972,732.02 Pcs/产47,000,367.00 Pcs/存1,938,558.00 Pcs);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","283,100,690.97元(腾景科技2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-03-21/1219360346.PDF,-,-,-,-,"产销率99.94%复算(销4697.273202万件/产4700.0367万件),通过",同收入锚,B,base,,,,2026-08-15
SE095,快克智能,EQ6,2023年度,327,台/套,FY2023年报产销量表本期列直接披露(机器视觉制程设备(2025口径改名:视觉检测制程设备):销327.00台/套/产415.00台/套/存202.00台/套);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入),"100,306,168.39元(快克智能2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-30/1219905648.PDF,-,-,-,-,"产销率78.80%复算(销327台/套/产415台/套),通过",同收入锚,B,base,,,,2026-08-15
SE096,博敏电子,B1,2023年度,234.814968,万平方米,"FY2023年报产销量表本期列直接披露(印制电路板(2023产销量表同名):销2,348,149.68平方米/产2,438,380.45平方米/存216,762.72平方米);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","2,174,130,907.78元(博敏电子2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-27/1219881507.PDF,-,-,-,-,"产销率96.30%复算(销234.814968万平方米/产243.838045万平方米),通过",同收入锚,B,base,,,,2026-08-15
SE097,拓荆科技,EQ5,2023年度,156,台,FY2023年报产销量表本期列直接披露(半导体专用设备(2023口径=产销量表合计:薄膜沉积设备+混合键合设备):销156台/产165台/存171台);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入),"2,570,199,809.13元(薄膜沉积设备;另有混合键合设备64,300,000.00元,两线合计2,634,499,809.13元)(拓荆科技2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-30/1219919649.PDF,-,-,-,-,"产销率94.55%复算(销156台/产165台),通过",同收入锚,B,base,,,,2026-08-15
SE098,博众精工,EQ3,2023年度,20749,台,"FY2023年报产销量表本期列直接披露(自动化设备(2023产销量表同名):销20,749台/产21,023台/存9,567台);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","414,974.54万元(博众精工2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-24/1219769915.PDF,-,-,-,-,"产销率98.70%复算(销20749台/产21023台),通过",同收入锚,B,base,,,,2026-08-15
SE099,沪硅产业,M1,2023年度,293.58,万片,FY2023年报产销量表本期列直接披露(300mm半导体硅片(2023产销量表同名):销293.58万片/产362.29万片/存90.05万片);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入),"137,857.16万元(沪硅产业2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-13/1219596239.PDF,-,-,-,-,"产销率81.03%复算(销293.58万片/产362.29万片),通过",同收入锚,B,base,,,,2026-08-15
SE100,炬光科技,D7/D9聚合,2023年度,602.3242,万件,"FY2023年报产销量表本期列直接披露(半导体激光元器件和原材料(2023产销量表同名):销6,023,242件/产4,592,769件/存383,186件);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","228,712,707.67元(炬光科技2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-27/1219884837.PDF,-,-,-,-,"产销率131.15%复算(销602.3242万件/产459.2769万件),通过",同收入锚,B,base,,,,2026-08-15
SE101,燕东微,C4,2023年度,108.58,万片,FY2023年报产销量表本期列直接披露(制造与服务(2025口径:制造服务(晶圆代工)):销108.58万片/产102.30万片/存3.63万片);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入),"693,505,358.30元(燕东微2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-27/1219884874.PDF,-,-,-,-,"产销率106.14%复算(销108.58万片/产102.3万片),通过",同收入锚,B,base,,,,2026-08-15
SE102,普源精电,EQ7,2023年度,123071,台,"FY2023年报产销量表本期列直接披露(电子测试测量仪器(2023产销量表同名):销123,071台/产123,391台/存21,176台);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","603,954,004.82元(普源精电2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-03-21/1219360668.PDF,-,-,-,-,"产销率99.74%复算(销123071台/产123391台),通过",同收入锚,B,base,,,,2026-08-15
SE103,新益昌,EQ3,2023年度,3871,台,"FY2023年报产销量表本期列直接披露(固晶机(2023产销量表同名):销3,871台/产3,449台/存2,077台);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入)","732,663,287.74元(新益昌2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-04-30/1219920707.PDF,-,-,-,-,"产销率112.24%复算(销3871台/产3449台),通过",同收入锚,B,base,,,,2026-08-15
SE104,奥特维,EQ6,2023年度,23,台,FY2023年报产销量表本期列直接披露(铝线键合机(2025口径:半导体设备;2024口径:键合机/AOI设备):销23台/产107台/存14台);与FY2024年报同比列桥复算吻合(偏差<0.02%系同比舍入),"20,876,139.79元(2023分产品表""半导体""线)(奥特维2023年报同节分产品表)",https://static.cninfo.com.cn/finalpage/2024-03-26/1219401820.PDF,-,-,-,-,"产销率21.50%复算(销23台/产107台),通过",同收入锚,B,base,,,,2026-08-15
SE105,三安光电,C1/C2/C3,2023年度,202.54,KK,"2025年报问询函回复分产品产销表2023年度行直接披露(光技术:销202.54KK/产201.09KK/存75.84KK,产销率100.72%复算吻合)","3,957.42万元(光技术,问询函2023年度行)",https://static.cninfo.com.cn/finalpage/2026-08-10/1225465355.PDF,"隐含混合ASP≈0.195元/只(光技术聚合,2023量价同表)",同收入锚,-,-,"产销率100.72%复算(销202.54KK/产201.09KK),通过",同收入锚,B,base,,,,2026-08-15
